,freeforms
POV Julian Bashir,6
Post-Traumatic Stress Disorder - PTSD,6
Guilt,6
Traditional Media,6
Collection: Purimgifts Day 3,6
Family Fluff,6
Friends to Lovers,6
autistic Garak,5
Bonding,5
Pining,5
Espionage,5
Portraits,5
Post-Series,5
Klingon,5
Recovery,5
Autism,5
Drama,5
Dialogue Heavy,5
Pre-Canon Cardassia,5
Kardasi,5
Loss,5
Adoption,5
Alternate Universe - Modern Setting,5
Shapeshifting,5
Gender Identity,5
Implied Relationships,5
Post canon,5
Fandom Kombat 2020,5
Daemons,5
Self-Insert,5
Grief,5
Elim Garak as a child,5
Pencil,5
Post-Episode: s07e25 What You Leave Behind,5
Jewish Holidays,5
Science Fiction,5
Short One Shot,5
Alien Gender/Sexuality,5
Hijinks & Shenanigans,5
originally posted to alt.startrek.creative,5
Lunch,5
Worldbuilding,5
Meta,5
Prompt Fic,5
Growing Up,5
Bechdel Test Pass,5
POV Female Character,5
Vulcan,5
Women Being Awesome,5
Parenthood,5
Season/Series 06,5
Identity,4
Betrayal,4
Politics,4
Alternate Universe - Daemons,4
Coming Out,4
Enemies to Friends,4
Prophets,4
Inspired by Fanfiction,4
Terok Nor (Star Trek),4
Therapy,4
Exile,4
Drinking,4
Future Fic,4
Reconciliation,4
Possession,4
Reader-Insert,4
Changelings,4
No Plot/Plotless,4
Alcohol,4
Post-Episode: s02e22 The Wire,4
Alien Mythology/Religion,4
Developing Friendships,4
Episode: s05e14 In Purgatory's Shadow,4
Cats,4
Getting Together,4
Post Series,4
Multiverse,4
Sweet,4
Self-Esteem Issues,4
Short & Sweet,4
Don’t copy to another site,4
Original Character Death(s),4
silliness,4
Love,4
Mutual Pining,4
First Meetings,4
Dancing,4
Audio Format: M4B,4
Alternate Universe - Fusion,4
Ableism,4
Collection: Purimgifts Day 2,4
Mother-Son Relationship,4
Cultural Differences,4
Redemption,4
Section 31 (Star Trek),4
Bittersweet,4
Sad,4
Babies,4
Best Friends,4
Teaching,4
Memorials,4
Crack Crossover,4
Humour,3
Genetically Engineered Beings,3
Celebrations,3
Unconventional Families,3
Reunions,3
No beta we die like Jem'Hadar,3
Alternate Universe - Age Changes,3
Odo writes a holonovel,3
Late Night Conversations,3
Background Relationships,3
Adventure,3
Not Beta Read,3
Genetic Enhancement,3
Eventual Romance,3
Crossovers & Fandom Fusions,3
Implied Sexual Content,3
Interspecies Romance,3
Internal Monologue,3
Slow Romance,3
True Love,3
Character Analysis,3
Episode: s03e10 Fascination,3
Suicidal Thoughts,3
Drama & Romance,3
Tailoring,3
POV Outsider,3
No Dialogue,3
Episode: s07e24 The Dogs of War,3
Dysfunctional Family,3
Not Actually Unrequited Love,3
Thanksgiving,3
flashfic,3
Digital Media,3
Some Humor,3
Implied/Referenced Character Death,3
Fairy Tales,3
Crash Landing,3
Language Barrier,3
Canon Autistic Character,3
Parenting,3
Dating,3
Loyalty,3
Babysitting,3
Baby,3
POV Third Person,3
First Impressions,3
Medical,3
Kinda,3
Filk,3
Christmas Fluff,3
Holidays,3
Alien Cultural Differences,3
Self-Indulgent,3
Alternate Universe - Teachers,3
Blanket Permission,3
Trans Julian Bashir,3
Morality,3
Female Character of Color,3
Age Regression/De-Aging,3
Character Death,3
institutionalisation,3
Obsidian Order,3
Jadzia Dax Lives,3
Unresolved Sexual Tension,3
Tooth-Rotting Fluff,3
Racism,3
Religions,3
DD9,3
Telepathy,3
One Big Happy Family,3
Genocide,3
Implied/Referenced Child Abuse,3
Starfleet,3
Garashir If You Squint,3
Customer Service & Tech Support,3
Teasing,3
Long-Distance Relationship,3
Canon-Typical Violence,3
Misses Clause Challenge,3
Domestic,3
Conversation,3
Minor Character Death,3
POV Elim Garak,3
Stickers,3
Dark,3
Happy,3
Based on a Tumblr Post,3
Friend-Insert,3
Doctor and Patient,3
crackfic,3
Motherhood,3
Consent Issues,3
Children of Characters,3
Episode: s07e05 Chrysalis,3
Community: prompt_in_a_box,3
Episode: s05e15 By Inferno's Light,3
Old Friends,3
Hybrids,3
Podfic Length: 30-45 Minutes,3
Obsidian Order Habits Die Hard,2
Platonic Relationships,2
Gen Work,2
Xenobiology,2
Canon Disabled Character,2
do not copy to another site,2
Platonic Cuddling,2
Nonbinary Character,2
Teenagers,2
Sharing a Bed,2
Space family,2
Inspired by Poetry,2
Hugs,2
Ghosts,2
Mpreg,2
Artificial Intelligence,2
Illustrations,2
Trektober 2020,2
Cardassian flirting,2
Canon Rewrite,2
Bajoran Religion,2
One-Sided Attraction,2
Babel Trek Open Project (Star Trek),2
Bajoran politics,2
The Borg,2
Team Bonding,2
Post-Episode: s05e15 By Inferno's Light,2
Teddy Bears,2
Secret Relationship,2
ezri dax cry-fest,2
Happy Ending,2
Fix-It of Sorts,2
Section 31,2
Drunken Shenanigans,2
Coffee,2
Transporter Malfunction,2
Team,2
Dialogue,2
Shore Leave,2
Fashion & Couture,2
Meditation,2
Episode: s07e25 What You Leave Behind,2
Mystery,2
Rare Pairings,2
Episode: s01e10 Move Along Home,2
Fluff and Hurt/Comfort,2
Trektober 2021,2
Whumptober 2021,2
First Kiss,2
Whumptober,2
Fictional Religion & Theology,2
pre-culmets,2
Ethics,2
Episode: s06e19 In The Pale Moonlight,2
Gay Character,2
Alternate Universe - Everyone Lives/Nobody Dies,2
Christmas Party,2
Canon Backstory,2
Fantastic Racism,2
Literature,2
Episode: s03e21 The Die Is Cast,2
Kanar,2
Episode: s06e13 Far Beyond the Stars,2
Prayer,2
Stickerpack,2
Klingons,2
Trans Male Character,2
Kukalaka - Freeform,2
POV,2
Cardassian,2
Trill - Freeform,2
Analysis,2
Historical Document,2
Telegram,2
no story,2
Miscommunication,2
Absent Characters,2
Personal Growth,2
emoji,2
Apologies,2
Fairy Tale Parody,2
Camping,2
Brotp,2
Lols,2
Spoilers,2
Watercolors,2
Bedtime Stories,2
a day in the life,2
Past Relationship(s),2
Two Shot,2
Episode: s03e18 Distant Voices,2
Aztecl's Spring-Break-a-Bone-or-Two,2
Mirror Universe,2
Tumblr Prompt,2
Blood and Gore,2
Whump,2
Slow Burn,2
Author has an Incomplete Knowledge of Canon,2
Experimental Style,2
Kinda?,2
implied/referenced suicidal ideation,2
unreality,2
you get the idea. daxes.,2
Post-Dominion War (Star Trek),2
Injury,2
Angst with a Happy Ending,2
kind of,2
Judaism,2
Anniversary,2
Historical References,2
Memories,2
Implied/Referenced Torture,2
Science,2
ish,2
Wedding Planning,2
Space Opera,2
Episode: s01e03 Past Prologue,2
Episode 06-04,2
Tourism,2
Symbionts,2
Wish Fulfillment,2
Artistic Liberties,2
Misunderstandings,2
The Cardassian Occupation of Bajor,2
DS9 Directory Challenge,2
Kidfic,2
Family Drama,2
Prompt Fill,2
Children's Stories,2
Daddy Issues,2
Episode: s04e10 Our Man Bashir,2
Fear,2
Hope,2
Long Live Feedback Comment Project,2
Hurt No Comfort,2
because why not,2
the Bajoran occupation,2
Sexual Tension,2
Non-Linear Narrative,2
Ballet,2
A Stitch in Time - Andrew Robinson,2
Enabran Tain's A+ Parenting,2
Exile Julian AU,2
POV Alternating,2
Mentor/Protégé,2
Violence,2
Alternate Universe - Exile Julian,2
Soulmates,2
Resolved Sexual Tension,2
Challenges,2
Partners to Lovers,2
Erotica,2
BFFs,2
Julian Bashir's genetically enhanced identity issues,2
Period-Typical Racism,2
Rain,2
hints of slash,2
implied garashir,2
The Dominion,2
Marriage,2
Interspecies Relationship(s),2
Canon Relationships,2
Stranded,2
Space Teens,2
Pizza AU,2
DS9,2
PTSD,2
Obsession,2
Technobabble,2
Alternate Universe - Human,2
Character Death Fix,2
Bodyswap,2
Sad with a Happy Ending,2
Wakes & Funerals,2
Family Bonding,2
Evil Author Day,2
Fluff and Crack,2
Poker,2
Autistic Character,2
Trans Female Character,2
Season/Series 02,2
No Beta,2
jules bashir - Freeform,2
Slurs,2
thirst,2
Insomnia,2
Illustrated,2
internalized ableism,2
Worship,2
Community: rarewomen,2
Early in Canon,2
Meme,2
Leaving Home,2
Death,2
Kidnapping,2
Heist,2
Universal Translator Malfunction,2
Prompt Challenge,2
Nostalgia,2
Background Het,2
Awkward Crush,2
Jezri breakup,2
Alternate Universe - Pizza Place,2
Episode: s05e06 Trials and Tribble-ations,2
Melancholy,2
Sketches,2
Vampires,2
post What you leave behind,2
Remix,2
Episode: s06e23 Profit and Lace,2
Leprechauns,2
Betazoid,2
USS Defiant,2
Developing Relationship,2
Ensemble Cast,2
Agender Character,2
Complete,2
Yuletide Treat,2
Polymer Clay,2
Vomiting,2
Episode: s02e06 Melora,2
Depression,2
Dreams,2
Games,2
Tribbles (Star Trek),2
Community: purimgifts,2
Episode: s04e25 Body Parts,2
Enemies,2
Resistance,2
Workplace,2
Cross-Generational Friendship,2
Advice,2
Community: hc_bingo,2
Drabble Collection,2
Merry Month of Cohen,2
soft,2
Post-Episode: s03e21 The Die Is Cast,1
crell is a horrible uncle and dad but ziyal doesnt know that yet,1
Post-Episode: s04e21 The Muse,1
Self-Doubt,1
you have to wear the paper crown,1
Mild implied disordered eating,1
Attempts at scary stories,1
Comfort,1
Implied Quodo,1
Depressed and love-starved Quark :((,1
Finally the happy end,1
I promise it's not as angsty as the tags sound!,1
5k to 15k,1
Writing,1
Philosophy,1
Fanfiction,1
A study of the relationship between Garak and Ziyal from the perspective of an abuse survivor,1
Non-Consensual Drug Use,1
Nonspecific mention of Garak/Ziyal,1
it stars me and friends,1
you know the kind of stuff I write by now,1
this is my spare time right now,1
a little soft medical treatment,1
the concept of time,1
PoV Worf,1
Galipotans,1
This is an ezri realizes she's nonbinary fic,1
Family Dynamics,1
Community: Sid City Social Club,1
because of course,1
Complicated Relationships,1
medical scenes,1
this is completely plotless,1
also Jadzia was genderfluid and you can't stop me,1
you know the deal,1
featuring a helping of Worf being a good friend,1
Medical Jargon,1
quickfic,1
Power Outage,1
blackout - Freeform,1
"filling the ""julian bashir being comforting"" shaped hole in everyone's hearts",1
Dubious Science,1
Pathos,1
Catching Up,1
it's fluffy,1
crell moset and dukat are cousins,1
half-confessions,1
it's tradition,1
and rebuilding his life,1
Mother-Daughter Relationship,1
as in Pythas is dead,1
barring Elim himself,1
but they'll have more presence in a later fic,1
can be seen as pre-slash if you want,1
except the alien in question is an AI,1
mostly just Julian comforting someone with a fear of doctors,1
mentions of food and food related anxiety,1
like big time fluffy,1
for me and some other people with very specific issues,1
can't imagine what inspired me to write THAT,1
but that's everything I write isn't it,1
all aboard the self indulgence train,1
Episode: s01e17 The Forsaken,1
confessions post-death,1
Weyoun is a thief,1
despite appearances I think Pythas is my favourite character of asit,1
romantic pairings are unrequited,1
gosh I love Cardassians so much,1
he's a major character in my heart,1
comfort writing,1
is Pythas a major character? I wasn't sure if this was a major character death kind of deal,1
recontextualising your whole relationship with someone,1
honestly I could write this set-up forever,1
A series of extremely improbable events,1
also Jadzia/Worf,1
Damar needs a vacation,1
The Universal Translator Cannot Handle Puns,1
Dominion Occupation of Deep Space Nine,1
dukat leaves ziyal on cardassia au,1
Bad Jokes,1
Post-Episode: s04e25 Body Parts,1
Minor Odo/Quark,1
gave ziyal a half bajoran cousin because she needs a lil friend like her,1
Minor Julian Bashir/Elim Garak,1
cross-culture sharing,1
changes in comportment,1
Author Has No Idea How To Tag,1
Undercover Mission,1
just a small thing to test the waters of this au idea,1
Episode: s07e20 The Changing Face of Evil,1
Alon Ghemor and Natima Lang are also there,1
Elim continuing the long journey of dealing with trauma,1
Sentiment is dangerous weakness,1
Everyday affairs at SFHS,1
I don't go into that here though,1
Activities of The True Way,1
Why are you collecting glasses dude just play pokemon or something,1
One-Sided Relationship,1
also I generally HC that gender isnt what it is on earth today,1
Oh look it's a Christmas story,1
a little pie,1
Alternate Universe - Pre-Canon,1
POV Crowley (Good Omens),1
Augmentation Discussions,1
Post Canon Cardassia,1
Childhood Abuse,1
Reoccupation of Bajor,1
set late season 5,1
The Squiggly Nature Of Familial Abuse,1
early in the series,1
Just In Time Fest,1
Darts,1
After Dominion War; challenges faced in reconstruction; a branch of SFHS on Deep Space 9; prejudice;,1
Changeling - Freeform,1
Trans Julian,1
This would totally get Julian fired but oh well,1
Dominion Occupation,1
Setlik III Massacre,1
Candy,1
episode 7x06,1
Faith and the Great River,1
Episode: s04e06 Rejoined,1
Ezri Dax is actually a counselor,1
Sports Metaphors,1
Sisko being unhinged,1
Changeling; Treachery,1
Twenty Years Later,1
EAD,1
Alternate Universe - Terok Nor,1
there's some background jadzia/worf and jadzia/kira but it's mostly just gen,1
Photoset,1
Tea Is Prescribed,1
Play Fighting,1
Bus,1
Background Steve Rogers - Freeform,1
Sneezing,1
Applied Phlebotinum,1
Handmade,1
Bat’leth,1
Andoria,1
Friendships I want to see more of,1
Toys,1
Holosuite Malfunction,1
LLF Comment Project,1
like it says in the title because i'm not creative,1
Richard Bashir's A+ Parenting,1
Action Figures,1
paper child,1
basically Quark is trying to sniff out where Odo might be hiding,1
as it always does with him,1
and it turns into a rant,1
Julian is sad,1
Queer History,1
introspective,1
Life on DS9,1
Anatomy,1
Inappropriate Humor,1
identity exploration,1
and only in the background,1
Pie,1
Post-ASIT,1
Not vegan friendly,1
Rituals,1
Rites of Passage,1
Honor,1
All that Klingon stuff,1
Illnesses,1
Takes Place During the Show,1
Realization,1
Past Jadzia Dax/Worf - Freeform,1
Monologue,1
Discussions of genetic augmentations,1
Terok Nor AU,1
kinda made up though,1
complete at last,1
bonding over being enhanced,1
More Pain For Miles O'Brien,1
Sane Sephiroth (Compilation of FFVII),1
Dabo boy Julian AU,1
Making sense of your past,1
CW: sprain,1
Bad Poetry,1
i guess lol,1
True Love's Kiss,1
Episode 3x04,1
hinted at Kelas/Elim,1
Temporary Character Death,1
star trek level violence,1
Quark’s,1
Dukat being annoying,1
Mistaken Identity,1
Sisko is done,1
flowers as metaphors,1
Bowser gets a makeover,1
Odo is a good friend,1
Unhealthy Relationships,1
Past Ezri Dax/Julian Bashir,1
Costumes,1
Or could be shippy,1
Interplanetary Travel,1
In-Universe Meta,1
Video Game,1
I'm not sure what to tag this one as tbh,1
there's some hints at kiradax but only if you squint really,1
implied vore,1
Claustrophobia,1
so M/M and F/F are take-with-a-grain-of-salt,1
quark is in love,1
ASCEM,1
Food Fair,1
Top Chef,1
i still miss garek,1
Love Confessions,1
Insecurity,1
As in: they talk about War and Peace at lunch,1
Garak being nosy,1
Discussion,1
Does contain spoilers for War and Peace,1
augment politics,1
Garak doesn't like Tolstoy,1
WIP amnesty 2020,1
Diary/Journal,1
Confessions,1
Fast Food,1
Characters Playing Animal Crossing Game(s),1
self challenge,1
The Wire - Freeform,1
The Quickening,1
Julian's POV,1
Hugging,1
Hold Me - Series,1
Garak's POV,1
pre nog/jake sisko - Freeform,1
or just friendship if you want,1
Misogyny,1
Romantic Parallel to Garashir,1
Renna Illa - Freeform,1
Little Achievements,1
Series Finale,1
Deep Space Nine - Freeform,1
Season 8 Rewrite,1
Board Games,1
unlikely friendship,1
Post-it Notes,1
unrequited qrunt in spirit if not explicitly,1
What's The Opposite of a Fix-It Fic,1
Quark has more friends than he thought,1
Funeral,1
Post-Episode: s07e25 Endgame (Star Trek: Voyager),1
Brunt is a wretched conflicted twerp,1
multi-dimensional BS,1
Post-Movie: Star Trek Nemesis (2002),1
Prologue story,1
Short Story,1
fix-it fic kinda,1
Post-Star Trek (2009),1
Two of them (two of them),1
literal fluff,1
Rabbits,1
Q Continuum,1
and so probably didn't write him well,1
Romulans,1
Time Travel Fix-It,1
Changing POV,1
Funny,1
Fluffy,1
finding out,1
Documentary: What We Left Behind (Star Trek),1
kids are cute,1
Pre- Episode S5e16 Doctor Bashir I Presume,1
War and Peace - Leo Tolstoy - Freeform,1
Monopoly (Board Game),1
friends - Freeform,1
No Sex,1
Quark has a heart,1
Dawn of the Eagles,1
Day of the Vipers,1
Night of the Wolves,1
Post-Season3Episode25,1
Dolls,1
Nog is almost a cadet,1
DS9 crew - Freeform,1
the history of Julian's spy obsession,1
Needle felting,1
Sculpture,1
injured Quark,1
worried Odo,1
season 2 episode 10,1
Episode: s3e16 Prophet Motive,1
s2e10: Sanctuary,1
sleeping in the infirmary,1
Eugenics Wars (Star Trek),1
(not really but whatever),1
Relationship Advice,1
Tickling,1
Teens in love,1
light flirting between quark and dax,1
Jake POV,1
quark's pov,1
odo is oblivious,1
Rom is cute,1
Bureaucracy comedy in space,1
Genetics,1
I am not writing in first person for the first time in ages,1
Pre-Slash (if you want),1
Power of Friendship,1
Feminism,1
Team Fluff,1
an insult to all good and self respecting ferengi,1
Just pro-Ferengi propaganda,1
Cross-Generation Relationship,1
but it's really not the focus here,1
Step-parents,1
Parents,1
Hatching,1
Eggs,1
Cardassians lay eggs,1
could be read as pre-slash,1
Adopting,1
Federation Politics,1
Minor Violence,1
or does he?,1
Budding Love,1
No Romance,1
Replicators,1
the realities of futuristic technology,1
this wasn't going to be DSD,1
Speeches,1
Cardassian Occupation of Bajor,1
good for me!,1
but now it is,1
Drunk Bashir,1
Garak being a friend,1
Post-Episode: s03e13 Life Support,1
It’s never gonna be though so,1
Family Reunions,1
Julian’s parents die on Adigeon Prime,1
Childhood Memories,1
Author Is Sleep Deprived,1
Episode: s02e12 The Alternate,1
Gilmore and Rom get their respective geek on,1
Gilmore is pretty good at first contact,1
Into A Bar Challenge,1
Jail,1
Ghost Hunting,1
Probably Crack,1
miles becomes a gang-star,1
i have thoughts,1
Rom is actually a decent ambassador,1
Rom is underrated,1
Next up: Weyoun discovers Pokemon,1
honor among thieves,1
intra-universe shenanigans,1
hey fucked up that abbachio is the same age as nog huh?,1
Kleptomania,1
shameless feel-good stuff,1
bruno is too young for this,1
(don't worry not a death fic),1
Feels,1
Yes its another crossover,1
Sleeping Slaves arc,1
Passione is the Orion Syndicate,1
Festivals,1
mostly just an exercise in writing elusive characters,1
Julian is dying,1
But very interesting,1
Works in this series are standalones united by the medium of shower notepad,1
I just wanted to imagine what all their islands would look like and then this happened,1
I will leave that up to you to figure out,1
They can be read independently and in any order,1
Medical Examination,1
Hanukkah,1
mlm/wlw solidarity,1
Lesbian Character,1
Closeted Character,1
Author has no experience with babies,1
Stealing,1
quark being quark,1
Teenage Molly O'Brien,1
Elim Garak is your favourite gay uncle,1
death bed,1
Author probably should not have been given the ability to tag,1
Awesome Big Sisters,1
fully automated luxury gay space communism,1
Marxism in action or a West End musical,1
no idea how this fits into Star Trek Canon,1
but hey i liked it,1
It's a short-ish one,1
I don't really think I HAVE any additional tags for this one!,1
Alternate Universe - Serial Killers,1
Episode: s01e09 The Passenger,1
Fair warning; this isn’t finished per se,1
Sisko’s baseball,1
JoJo's Bizarre Adventure Part 5: Vento Aureo,1
Golden Wind,1
Vulnerability,1
Bajor-Federation Relations,1
Deleted Scenes,1
parenting ethics,1
or lack thereof,1
Episode: s01e01 Caretaker,1
It depends on the reception,1
Episode: s05e23 11:59,1
Post-Episode: s05e12 The Begotten,1
no time like the present,1
special atmosphere,1
participation of mixed-ethnicity staff in Bajoran rituals,1
news from Cardassia,1
enjoyment of diversity,1
Klingon battle,1
Alien Planet,1
Nausicaans (Star Trek),1
Jake and Bashir friendship,1
It's either a prologue story to something my friend and I are writing or a standalone story,1
Caring Bashir,1
Bashir/Garak established relationship,1
Kid logic is...interesting,1
Ziyal is alive,1
Sisko in is comma,1
Post-Canon Fix-It,1
Not entirely flawed,1
Kira/Ezri if you squint real hard,1
Having Faith,1
Damar is Alive,1
Amnesia,1
Puns & Word Play,1
and his friends aren't going to take that lying down,1
Guess the Pairing,1
Dad Miles,1
Translation Available,1
ezri struggles a lot,1
Solid!Odo,1
Episode: s04e26 Broken Link,1
yet. i love her,1
complicated feelings,1
Dreamwidth: Equality Auction,1
Trick or Treating,1
Lists,1
Odo Is Good With Kids,1
Halloween Costumes,1
Halloween,1
Día de los Muertos | Day of the Dead,1
trivia night,1
Quark's,1
Everyone's there,1
Almost Everyone - Freeform,1
Newspaper Article,1
doctoring,1
aka the most unreliable piece of Federation technology,1
Holodeck Malfunctions,1
Alternate Universe - Supernatural Elements,1
Regret,1
Implied Pining (if you want to read it that way),1
Mirror Universe (Star Trek),1
Writing Prompt,1
post-episode,1
season 3 episode 5 second skin,1
Villains,1
making amends,1
garak is actually nice,1
main character is trans,1
mentions of dysphoria,1
one sided crush,1
Plants,1
Episode: s06e18 Inquisition,1
Mythology References,1
Humorous Ending,1
Stuffed Toys,1
(or I hope so anyway),1
Mostly Gen,1
POV Changes,1
Platonic Matchmaking??,1
Quark's Bar (Star Trek),1
Date Night,1
Dinner,1
garak being his lovely spy/tailor self,1
binding,1
because who doesnt have a crush on garak,1
because lord knows i'd love to get something custom made by a flamboyant tailor,1
Kiradax if you Squint,1
attempted science,1
OC having a great time and kicking butt,1
the ships are there but they aren't the focus,1
Disillusion,1
United Federation of Planets (Star Trek),1
Anxiety,1
Body Dysphoria,1
Could be read as either platonic or romantic,1
FTM,1
Gender Dysphoria,1
LGBTQ Character,1
LGBTQ Themes,1
POV Original Character,1
Social Anxiety,1
The O'Briens very briefly,1
first time posting,1
Trill popular culture,1
Hopefully slightly funny,1
also don't think i did worf's part very well,1
au where miles gets chester way earlier or something,1
briefly,1
deanna is a sweetheart,1
i did research for this so the cat info should be mostly accurate,1
idk how to write beverly,1
just ignore the timeline inaccuracies,1
no prominent relationships but featuring canon friendships,1
rest of it's fun tho,1
slightly cracky,1
slightly silly,1
when chester leaves,1
school situations,1
Returning Home,1
Data Has Android Emotions (Star Trek),1
Truth or Dare,1
Homesickness,1
Episode: s02e01 The Child,1
Wèi Yīng | Wèi Wúxiàn References,1
I do not know how to tag this - Freeform,1
and a half,1
it's about wesley and worf,1
jadzia and julian are just there as a sort of little epilogue,1
so if you don't like jadzia/worf you can just skip the ending,1
Stained Glass Effect,1
Illustration,1
Background Slash,1
Tails,1
Aenar(s),1
Battleship,1
Black Paper,1
Jem'Hadar - Freeform,1
White Crayon,1
Cult of the Pah-wraiths,1
Holiday Fic Exchange,1
(more or less),1
Standing Up For What's Good,1
Thanksgiving Dinner,1
Conversation Rewrite,1
Episode: s04e12 Crossfire,1
and a bit of fluff i suppose,1
and so this was written,1
featuring: me projecting my lorax hyperfixation onto julian bashir,1
i just needed a distraction from the overwhelming mass of lorax thoughts in my head,1
that's all really,1
Set during Season 4 episode 1,1
Episode: s04e19 Hard Time,1
remembering,1
Chapter 2 is just a Siskoshir version ending lol,1
Documentation,1
Footnotes,1
Elim and Keiko are best buds,1
Keiko is the number one best,1
Thanksgiving podfic,1
Cross-cultural,1
Watching Someone Sleep,1
when the dominion was on ds9 and before they plotted the resistance,1
I make no promises about any of the other languages,1
no cliffhangers,1
the German in this is correct,1
Civilians of Deep Space Nine,1
First Aid,1
Medical Professionals,1
Season/Series 01,1
Episode: s02e04 Duet,1
Episode: s05e08 Things Past,1
Gratuitous use of italics,1
events of the tagged episodes are only mentioned btw,1
i really don't know how to tag this,1
it's not that much but it feels like a lot,1
maybe a bit of hurt/comfort??,1
set in the beginning of s6,1
gardening friends,1
cat name story,1
Standing Up For Friends,1
elim garak loves julian s bashir,1
lots of hand holding,1
no one's actually homophobic but it's talked about a lot in the beginning,1
non-binary!ezri,1
probably a bit OOC,1
set after it's only a paper moon,1
talk about how cardassia treats gay people,1
technically it's not really a date but i think it counts,1
Closure,1
Bigotry & Prejudice,1
Calling Out,1
Children Inherit Their Prejudices,1
Inherited Prejudice,1
Name-Calling,1
Speaking Up and Out,1
Speciesism,1
garak is a bit of a romantic,1
at least I think so,1
pure fluff,1
Implied/Referenced Homophobia,1
(everyone is pining for Odo in this one),1
Embedded Images,1
Tale of the Bamboo Cutter,1
fairy tale fusion,1
Don't copy to another website,1
Half-Betazoids,1
Half-Klingons,1
Original Character-centric,1
(a very brief),1
Courtroom Drama,1
the relationships are background and ignorable,1
the bajoran recovery from the occupation,1
the bajoran winter solstice,1
the story is about them not those who colonized them,1
Holosuite Dates (Star Trek),1
Plushies,1
and i love data,1
Cardassia Prime,1
doesn't mean it wasn't there off camera,1
Illustrated/Fanart,1
Season 1 Episode 5: Captive Pursuit,1
For which I apologize,1
I enjoyed writing it,1
Vinyl Café remix,1
anyway please enjoy this nonsense,1
but can I interest you in a drunken Julian Bashir wearing a polka-dot apron and talking to a mop?,1
gratuitous abuse of a sourdough starter,1
listen i love stuffed animals,1
just because we never saw a shelf full of souvenir tchotchkes in Morn's quarters,1
kitchen disaster,1
or so I told myself while writing this,1
there's no Garak in this one,1
Makeup,1
Mila Monday,1
like significantly pre-canon,1
tw: needles,1
trauma processing fic,1
blood drawing,1
No plot only tenderness,1
Zara's trying their best,1
also yes this is gen. There won't be a romantic relationship in this series. Sorry.,1
it's just not always good enough,1
this isn't the whole fic. consider it a trailer for the series,1
Beverly Crusher & Katherine Pulaski - Freeform,1
Casperia Prime,1
Emergency Medical Hologram - Freeform,1
Mentorship,1
Mythology - Freeform,1
archeology,1
