,freeforms
Mpreg,6
Idiots in Love,6
Family Fluff,6
Bittersweet,6
Platonic Relationships,6
Pining Elim Garak,6
The Crimson Shadow - Una McCormack,6
Letters,6
Fix-It,6
Light-Hearted,6
Episode: s03e21 The Die Is Cast,6
Happy Ending,6
Drunken Confessions,6
Post-Episode: s05e16 Doctor Bashir I Presume,6
Starfleet Spouse Garak,6
Post-A Stitch in Time - Andrew Robinson,6
Self-Esteem Issues,6
Hugs,5
Drama,5
Hopeful Ending,5
Slow Burn,5
Alcohol,5
Post-A Stitch in Time canon,5
Late Night Conversations,5
Snow,5
Vacation,5
Podfic Length: 0-10 Minutes,5
Podfic & Podficced Works,5
Requited Love,5
Tenderness,5
Nog is my gay son,5
First Dates,5
OT3,5
Declarations Of Love,5
Schmoop,5
Babysitting,5
Audio Format: Streaming,5
Unresolved Sexual Tension,5
Age Swap,5
Solid!Odo,5
Implied Relationships,5
Teasing,5
Dysfunctional Family,5
Misunderstandings,5
Garak has a tail,5
Valentine's Day Fluff,5
Slash,5
Domesticity,5
Dialogue Heavy,5
Fables - Freeform,5
Gift Giving,5
Weddings,5
Coda,5
Future Fic,5
Episode: s07e25 What You Leave Behind,5
Video,5
Feelings Realization,5
Post-Episode: s02e22 The Wire,5
Family Feels,5
aesop,5
Dominion War (Star Trek),5
Pre-Canon,4
One-Shot,4
Garak POV,4
Trans Male Character,4
Fluff without Plot,4
Audio Format: MP3,4
Drawing,4
Amnesia,4
Sleepy Cuddles,4
Long-Distance Relationship,4
First Meetings,4
Double Drabble,4
Alternate Universe - Modern Setting,4
No Plot/Plotless,4
Wedding Planning,4
Gardens & Gardening,4
Rare Pairings,4
Dating,4
flashfic,4
Fluff and Crack,4
POV Alternating,4
Tailoring,4
Attempt at Humor,4
Alternate Universe - Soulmates,4
Episode: s01e03 Past Prologue,4
Post-War,4
Post-Episode: s03e01-e02 The Search,4
Skant,4
silliness,4
Anxiety,4
Fanmix,4
Awkward Flirting,4
Blanket Permission,4
Claustrophobia,4
Genetic Engineering,4
Identity Issues,4
Birthday,4
Alternate Universe - Age Changes,4
Alternate Universe - Human,4
Healing,4
Fluff and Hurt/Comfort,4
Episode: s05e04 Nor the Battle to the Strong,4
Panic Attacks,4
Podfic Length: 20-30 Minutes,4
Interspecies Relationship(s),4
Deep Dish Nine au,4
Denial of Feelings,4
Identity,4
Age Regression/De-Aging,4
Reunions,4
Cardassian Anatomy,4
Morning After,4
Break Up,4
Unrequited Crush,4
Garashir Lunch Dates,4
Loneliness,4
Families of Choice,4
Food,4
Happy,4
Lunch,4
Embedded Video,4
Arguing,4
Trauma,4
Deadly Sins Garak/Bashir Fest,4
Love Letters,4
Realization,4
Epistolary,3
Prompt Fill,3
Tribbles (Star Trek),3
Playlist,3
Regret,3
Hugging,3
Frenemies,3
Original Character(s),3
Podfic Welcome,3
Quark's Bar (Star Trek),3
Pranks and Practical Jokes,3
Trans Elim Garak,3
POV Second Person,3
Supportive Miles O'Brien,3
Shapeshifter!Odo,3
Gifts,3
Mental Health Issues,3
Medical,3
Married Life,3
Falling In Love,3
Parenting,3
Feelings,3
Babel Trek Open Project (Star Trek),3
Injury,3
Meet-Cute,3
Our Man Bashir,3
Communication Failure,3
Period-Typical Racism,3
Period-Typical Homophobia,3
Innuendo,3
Richard Bashir's A+ Parenting,3
Season/Series 06,3
Language Barrier,3
Secret Crush,3
Episode: s02e13 Armageddon Game,3
Spies & Secret Agents,3
Cuddles,3
Oneshot,3
Post-Series,3
Episode: s06e13 Far Beyond the Stars,3
Fluffy,3
Crush,3
Digital Art,3
Episode: s03e18 Distant Voices,3
No Angst,3
References to Shakespeare,3
Crying,3
DS9 Directory Challenge,3
Old Married Couple,3
Gentleness,3
Insomnia,3
Post-Episode: s05e15 By Inferno's Light,3
just don't copy to another site,3
I Don't Even Know,3
Worldbuilding,3
Self-Indulgent,3
Drinking,3
Episode: s05e24 Empok Nor,3
courting,3
Angst and Hurt/Comfort,3
Adopted Children,3
Hurt No Comfort,3
Breakfast,3
One-Sided Attraction,3
Platonic Life Partners,3
Advice,3
Fake/Pretend Relationship,3
Asexual Character,3
Fun,3
Sleeping Together,3
Christmas Fluff,3
Post-Book: Enigma Tales (Star Trek),3
Soulmates,3
Platonic Male/Male Relationships,3
Coming Out,3
Implied/Referenced Child Abuse,3
Occupation of Bajor,3
Platonic Garashir,3
Past Relationship(s),3
Platonic Kissing,3
Episode: s04e10 Our Man Bashir,3
Post Canon Cardassia,3
Growing Old Together,3
Valentine's Day,3
Star Trek: Just in Time Fest,3
Sharing Body Heat,3
Exile,3
Lonely Elim Garak,3
Caring!Garak,3
Doctors and Lizards Triad,3
Gender Identity,3
Cardassians,3
Internment Camp 371 (Star Trek),3
Pets,3
Alien Biology,3
Drabble Collection,3
Ambiguous Relationships,3
Marriage of Convenience,3
Clothing,3
Self-Acceptance,3
Alternate Universe - Fantasy,3
i guess,3
Mother-Son Relationship,3
Married Couple,3
Literature,3
Childhood Friends,3
Mystery,2
Retrospect,2
Earth,2
Post-Episode: s05e24 Empok Nor,2
Mild Gore,2
Public Display of Affection,2
Episode Tag,2
Ambiguous Relationship,2
Uniforms,2
Self-Reflection,2
suggestive ending,2
Queer Themes,2
Forgive Me,2
Sick Fic,2
idk - Freeform,2
Distant Voices,2
Extra Treat,2
Episode Fix-it,2
Episode: s03e15 Destiny,2
Kinda,2
Animal Transformation,2
Nonbinary Character,2
Alien Gender/Sexuality,2
Xenobiology,2
Post canon,2
Sick Character,2
Season 1,2
War,2
Bittersweet Ending,2
Baby Pictures,2
Starting Over,2
Fatherhood,2
at least I think so,2
Aging,2
Vidfic,2
Implied Sexual Content,2
Drama & Romance,2
Sleeptalking,2
Secret Santa,2
Constructive Criticism Welcome,2
Caretaking,2
Espionage,2
Some Humor,2
Mostly Fluff,2
thirst,2
POV Outsider,2
Inspired by Art,2
Husbands,2
Nothing Hurts,2
Time Loop,2
Florist AU,2
political differences,2
Episode: s02e25 Tribunal,2
Episode: s07e15 Badda-Bing Badda-Bang,2
Chronic Pain,2
Discrimination,2
Accidents,2
Unbeta'd,2
Garashir Babies,2
Genetically Engineered Beings,2
POV Multiple,2
Implied/Referenced Character Death,2
Post-Episode: s03e21 The Die Is Cast,2
Awkward Romance,2
soft boyfriends,2
Episode: s06e01 A Time to Stand,2
Developing Friendships,2
Spotify,2
Everything is Beautiful and Nothing Hurts,2
My First Work in This Fandom,2
Feel-good,2
Fandom Kombat 2020,2
Neurodivergent Julian Bashir,2
Ethics,2
Set vaguely in season 3,2
Knitting,2
Desperation,2
Emotional Hurt,2
Relationship Problems,2
Caring Bashir,2
Platonic Love,2
Enemies to Friends,2
Platonic Soulmates,2
Death Threats,2
Episode: s02e23 Crossover,2
Transphobia,2
post-A Stitch in Time Cardassia,2
Wedding Fluff,2
set in season 2,2
Sleep,2
Baby,2
Hair Braiding,2
Canon Related,2
Enemies to Lovers,2
Wedding,2
Whumptober 2018,2
No Privacy on the Defiant Either,2
S5E26 A Call to Arms,2
Post-Canon Cardassia Sitcom,2
S6E1 A Time To Stand,2
past trauma,2
Fever,2
Morning Cuddles,2
Literary References,2
How Do I Tag,2
Married garashir,2
USS Defiant NX-74205 (Star Trek),2
fluff and feelings,2
set on DS9,2
Interspecies Awkwardness,2
Obsidian Order Habits Die Hard,2
Delavian Chocolates,2
Stargazing,2
Minor Character Death,2
Comic,2
Based on a Tumblr Post,2
Guilt,2
Platonic Cuddling,2
cardassians have tails,2
Emotions,2
Genderqueer Elim Garak,2
Romantic Gestures,2
Curtain Fic,2
Games,2
Hijinks & Shenanigans,2
Exes,2
Memes,2
Mostly Gen,2
POV Kelas Parmak,2
Morning Rituals,2
background garashir,2
Disabled Julian Bashir,2
notes from the Cardassian underground,2
Not Actually Unrequited Love,2
Timefest,2
Starfleet,2
Date Night,2
sleeping,2
Traditions,2
pre-culmets,2
deadly sins,2
Writers,2
Treat,2
Dogs,2
Alternate Ending,2
Episode tag: ‘The Wire’,2
Gul Whiskers,2
Bedtime Stories,2
Outsider POV on Julian and Garak,2
Alternate Universe - Different First Meeting,2
Minor Julian Bashir/Elim Garak,2
Rain,2
The Quickening,2
References to Jane Austen,2
Canon Divergence,2
Rivalry,2
Julian is a good friend,2
Two Shot,2
They can be read independently and in any order,2
Childhood Trauma,2
fuck the canon we die like warriors,2
Getting Back Together,2
Detectives,2
Post-Break Up,2
Eavesdropping,2
Missing Scenes,2
Language of Flowers,2
Episode: s07e24 The Dogs of War,2
Episode: s04e26 Broken Link,2
Episode: s03e02 The Search Part II,2
Flash Fic,2
Family Dinners,2
1950s,2
fluffy fluff,2
Thirsty Elim Garak,2
Courting Rituals,2
Courtship,2
Works in this series are standalones united by the medium of shower notepad,2
Classical allusions,2
fan graphic,2
Confession,2
Risa - Freeform,2
Character Development,2
Gay Character,2
Funny,2
Tailed Cardassians,2
Family Drama,2
Roleswap AU,2
Engagement,2
prompts from tumblr,2
Vulnerability,2
Tumblr Prompt,2
5 Things,2
Alternate Universe - Fusion,2
Crack Treated Seriously,2
infirmary,2
Inspired by Fanfiction,2
Hair Brushing,2
Current Day AU,2
Polyamory Negotiations,2
Slow Dancing,2
Dirty Dancing,2
Children,2
Secret Identity,2
Awkward situations,2
Drunkenness,2
Death,2
I Wrote This Instead of Sleeping,2
Recovery,2
Presents,2
Cats,2
Autistic Character,2
Drunken Shenanigans,2
recursive fic,2
Crossdressing,2
Not Beta Read,2
Skant Uniform,2
Drabble Sequence,2
Forgiveness,2
Depression,2
Warm and Fuzzy Feelings,2
New Relationship,2
Moving On,2
Warm,2
Yuletide Treat,2
Imprisonment,2
Augmentation,2
Interspecies Romance,2
Star Trek AU,2
Tickling,2
Boundaries,2
Illustrated Fic,2
gift-giving,2
Snuggling,2
introspective,2
Worry,2
Lunch Dates,2
Holiday,2
happiness,2
Secrets,2
Star Trek Rarepair Raffle,2
Kardasi,2
dance,2
DS9,2
Accidental Baby Acquisition,2
Foreign Language,2
Tea,2
Pastiche,2
Concert,2
Wakes & Funerals,2
Cultural exchange,2
Illnesses,2
alternative universe,2
Deep Space Nine - Freeform,2
Books,2
Drabbles,2
Kukalaka - Freeform,2
Gardening,2
Short,2
Waking Up,2
Caring,2
Mostly Dialogue,2
Quark - Freeform,2
Trills,2
Comfort/Angst,2
Meta,2
Episode: s03e11-12 Past Tense,2
Awkwardness,2
Watching Someone Sleep,2
Alternate Universe - Restaurant,2
kiss,2
Relationship(s),2
Halloween,2
Father-Daughter Relationship,2
postcanon,2
Trans Character,2
drabble for the prompt °Chain°,2
Prayer,2
everyone is human,2
Alternate Universe - College/University,2
Sleeping Slaves arc,1
Passione is the Orion Syndicate,1
why are they celebrating christmas in star trek,1
JoJo's Bizarre Adventure Part 5: Vento Aureo,1
Yes its another crossover,1
I've put my grubby little transgender hands on both Garak and Julian,1
Don't question it,1
Sweet Moments,1
Shore Leave,1
and you cannot stop me,1
Gloves,1
Golden Wind,1
Dad Miles,1
Romance with Fabric,1
thank you for the prompts!,1
kinda mutual,1
I love two (2) good men,1
Prophesy,1
bruno is too young for this,1
Palm Reading,1
romantic dinner,1
Smitten Julian Bashir,1
Kelas doesn't like parties but suffers through them for Garak's sake,1
Odo cares about Quark fight me,1
hey fucked up that abbachio is the same age as nog huh?,1
They/Them pronouns for Kelas,1
mostly just an exercise in writing elusive characters,1
break up and reconciliation,1
absurd fights,1
Groundhog Day,1
Trans Day of Visibility,1
I Hope It's Funny Anyway,1
No Dialogue,1
Fairy Tales,1
but it ends happily i think?,1
Julian is disguised as a Cardassian AU,1
Inspired by Music,1
Meme,1
Depictions of Gender Dysphoria,1
Steamed Hams,1
sick rival fic,1
Steamed Hams Meme,1
theyre just gay and thats all there is to this one,1
Author Is Sleep Deprived,1
3k of Julian introspection,1
mila knows best,1
Comic panels,1
miles becomes a gang-star,1
Sweetness,1
i have thoughts,1
honor among thieves,1
T4T Garashir,1
Triple Drabble,1
This Is STUPID,1
Musicals,1
it seems the only thing I can really write is the boys working out trauma,1
insert pun about egg hatching,1
But everyone lives!,1
Implied/Referenced Drug Use,1
Long Hair,1
Anger Management,1
Episode: s04e06 Rejoined,1
Deep space nine needs a social worker,1
Parole Officer,1
or maybe ten,1
Hanahaki Disease,1
Hair,1
I repeat there is NO death in this one,1
Medical Care,1
antibiotics,1
yes I'm publishing this at 2am what of it,1
Garak has fallen ill from uhhh fluff virus,1
Pre Garashir,1
Elim is a baby gay,1
Overworking,1
Gentle Kissing,1
but Garak loves him anyway,1
brief mention of child abuse,1
Jake and Bashir friendship,1
Klingon battle,1
Empathy,1
Pumpkin carving,1
good vibes,1
Internalized Transphobia,1
Trans Garak,1
garak has a crush but its not About that,1
very cracky,1
i only needed to type like two more paragraphs skfsjfksjfkds,1
i started this like a month and a half ago and when i went in to finish it i realized,1
julian being a supportive angel,1
the julian/garak is only lightly hinted at,1
Chronic Toxicity,1
this couldve been posted weeks ago oops,1
manflu,1
Nightmare and then fluff,1
At first this was going to be like 300 words but then I Had Feelings,1
some tension,1
References to Beta Canon,1
No Beta,1
They've been pining for a long time,1
it's soft (kinda),1
let's say it just doesn't have angst,1
Allergies,1
ymmv,1
Benjamin Sisko Ships It,1
Bad Weather,1
lots of sadness,1
Community: Sid City Social Club,1
Folklore,1
but in an... unofficial capacity,1
Garak's gardening expertise,1
a spot of Hurt/Comfort,1
Julian's an idiot sometimes,1
Xenobotany,1
I tend to die like a redshirt,1
doctoring,1
Parody,1
Mental Instability,1
Fanvid,1
Among Us References,1
No beta we die like people who wear red shirts,1
Spock is a Little Shit (Star Trek),1
owning a vegetable garden and growing way too much of one food,1
Star Trek References,1
but only like a sentence of it,1
Julian is lonely and mopey,1
Non-Graphic Violence,1
not as a big thing they're just drinking in the evening,1
Richard and Amsha Bashir's A+ parenting,1
Language,1
Animals,1
Inspired by Poetry,1
Culture,1
there is torture but not what I personally call graphic,1
light - Freeform,1
Just some gay lizards in love,1
ds9 gets some culture,1
cuddling for warmth,1
takes place sometime in s05,1
New Year's Kiss,1
dont ask me about the timeline,1
Julian POV (but it does switch near the end),1
the tiniest of Parmak references,1
Celebrations,1
chilly lizard buddy,1
cave set vignette,1
Domestic Bliss,1
Reconstruction,1
bed sharing sort of,1
aggressive flirting,1
becoming part of the Federation,1
war memories,1
do not copy to another site,1
tbh i think this is my magnum opus lmao,1
oblivious boy,1
all in good fun,1
Proposals,1
Wingman Ziyal,1
Moms are tough,1
Argue-Flirting,1
Jewish Holidays,1
Non-Linear Narrative,1
as is typical of Cardassian Romance,1
brief discussion of One Thousand and One Nights,1
dialogue is kinda clanky tbh,1
i am a complete idiot so if I get anything wrong please let me know,1
Collection: Purimgifts Day 1,1
i tried rip,1
mostly flashback convo weaved in,1
the perfect dinner date honestly,1
these two are just staying up till the hour of the wolf flirting with each other,1
Plotting Ziyal,1
Shippy,1
sharing a bed (roll),1
getting together sort of,1
Takes Place During the Show,1
but just at the very end - Freeform,1
POV Tora Ziyal,1
Very Bad Plots to Overthrow the Government,1
Ruins,1
don't worry this has a happy ending,1
Living Together,1
Garak in rags,1
Garak and Bashir slightly older,1
Surveillance,1
gratuitous depictions of gardening,1
new-ish married couple,1
restoration and renovation,1
Stand Alone,1
Compromise,1
uhh idk its cardassia and its hot,1
Cereal,1
Odo's Ethically Questionable Surveillance Practices,1
Comfort Food,1
Mentions of Medical Practice,1
All works in this series can be read independently - there's no continuity between them,1
You know what so is garak,1
Julian is a sweetie,1
and with short hair,1
Kelas Parmak Is an Old Hippie Who Makes the Best Pot Brownies,1
Dark Past,1
Recreational Drug Use,1
Political Spouse Julian Bashir,1
Future,1
coming home,1
Post-Star Trek Picard,1
Parks & Recreation: Cardassia,1
But Funny (We Hope),1
comic style fanart,1
slight comfort?,1
silhouette of destroyed buildings,1
Cardassian hairstyles,1
Hair Touchy Touching,1
post-war Cardassia City,1
Garak has anxiety,1
happy hugging,1
(kinda),1
New Years,1
Letters over subspace,1
again. not relevant to the fic but its true!,1
Injury Recovery,1
Legal Drama,1
Major Character Injury,1
Rape Recovery,1
Episode: s03e22 Explorers,1
Unethical Experimentation,1
Unethical Medicine,1
slowly realizing you're in love with someone while reading classic sci-fi,1
but like they're very close to becoming a relationship,1
can be seen as pre-slash if you want,1
Age Difference,1
fic art,1
fan art for a fic,1
Discussion of age difference,1
Fan Art,1
Mila Lives,1
it's a party! everyone's invited!,1
Implied/Referenced Torture,1
Grieving,1
Implied/Referenced Self-Harm,1
an assortment of tail headcanons,1
just some dudes in love you know how it is,1
neither is particularly plot relevant but im the trans author so its canon now,1
Dukat still has no idea what is going on,1
Weyoun being creepy,1
Weyoun tries poetry,1
Julian nerding out,1
a bottle episode if ever there was one,1
Song: Rocket Man (Elton John),1
Emotional/Psychological Abuse,1
rather dialogue-heavy in the second half,1
Post-Divorce,1
Pre-Episode: s05e16 Doctor Bashir I Presume,1
Self-Exile,1
part of WIP,1
Bashir/Garak established relationship,1
Court Martial,1
Matchmaking,1
but it plays a minor part,1
writing around poor canon choices,1
Tennis,1
Speedrunning,1
Minor Odo/Quark,1
Post-Episode: s04e25 Body Parts,1
Fake Dating,1
gay culture,1
Beatrix Potter - Freeform,1
Book Recommendations,1
Lunches with Garak,1
Matchmaker Molly O’Brien,1
Purimgifts2022,1
Podfic Length: 45-60 Minutes,1
Burnout - Freeform,1
Fandom Trumps Hate 2020,1
an undercurrent discussion of trauma past and current,1
even though it doesn't directly come up,1
genteel Cardassian flirtation,1
or at least written as such by an certified Autistic,1
Christmas Party,1
Book: The Man with the Golden Gun - Ian Fleming,1
i'm high,1
One Big Happy Family,1
ft a little cardassian language,1
Psychological Horror,1
i will die on this hill.,1
Abuse of Alliteration,1
Wordplay,1
dorks being dorky,1
The Most Mild Angst You've Ever Seen,1
Deeper Than I've Ever Dreamed Of,1
Post-Episode: s04e10 Our Man Bashir,1
Higher Than The Heavens Above,1
Phone Calls,1
Video Chat,1
Whoa-oh-oh Whoa oh-oh,1
YOU'VE,1
You've Got Me Feeling Emotions,1
got me feeling,1
Aftermath of Torture,1
just a bit of fluff,1
the ending is verbally suggestive but blink and you'll miss it,1
We all know Chief would come back for his favorite cadet's wedding,1
Garak in Starfleet uniform,1
Skant uniforms,1
i will lie to you,1
and i will not watch you die,1
I don't really know this is,1
Other Ships Not Mentioned in Tags,1
and I will kill for you,1
Sisko is back y'all,1
Discussion of Children,1
I just wanted to imagine what all their islands would look like and then this happened,1
Near Death Experiences,1
don't look at me it's one am i wrote this in like an hour,1
They're both repressed softies,1
I sort of project oof,1
Odo comes back!!!,1
Quark is lonely,1
Quark needs hugs tbh,1
Holosuite Glitch,1
wholesome fic,1
Trans Bashir,1
Garak's sexuality is because of an Andrew J Robinson quote I found :),1
A little bit of homophobia (thanks Cardassians),1
no idea how this fits into Star Trek Canon,1
recognition of the self within the other,1
Jake is a good boyfriend,1
recognition of the other within the self,1
Mentions of other characters - Freeform,1
men who do not know to do anything but lie,1
little boys honed into weapons,1
Original Female Character(s) - Freeform,1
Pride Parades,1
They're in love cowards,1
andorians are my favorite okay,1
briefly,1
smoothies,1
i will protect you from the truth,1
sometimes Nog is insecure,1
sunscreen is gross,1
you can't be me and not love Shran,1
almost cried while writing this ngl,1
my therapist would be so proud of me basically quoting her in this,1
Julian and Garak being very very soft,1
protective Garak,1
spy Garak,1
tailed Garak,1
Accidental feeling reveal,1
Blink and you'll miss it trans Julian,1
I love that book,1
Run On Sentences,1
it's my MO,1
episode cardassians,1
"reference to ""Just A Little Unwell"" by Xenobotanist",1
pencil drawing,1
the book quoted is The Elephant Keeper's Children by Peter Hoeg,1
this is the first time I've published in years,1
you'd probably miss it even if you didn't blink,1
Tears,1
Traditional Media,1
Watercolors,1
Hamilton References,1
sneaking on bedroom,1
protecting Julian from Section 31,1
mentions of odo/kira,1
Garak’s canonical issues with boundaries and privacy,1
Bad Poetry,1
Christopher Pike is Wholesome,1
Jake is a writer,1
Jake is whipped,1
Soft Husbands,1
established relationships - Freeform,1
written in 45 min,1
Alternate Universe - Superheroes/Superpowers,1
Explosions,1
this was supposed to be cute and fun but then it got kind of serious,1
unmasking,1
Episode: s01e16 If Wishes Were Horses,1
but also comfort at the end,1
tain was a terrible parent,1
just the two of them flirting in their own unique way,1
Boundary Issues,1
Boredom,1
I will leave that up to you to figure out,1
Characters Playing Animal Crossing Game(s),1
garashir's fat adopted baby,1
stuck in a room for reasons,1
but ultimately positive,1
taking a questioning view of Islam,1
Gardening as Therapy,1
Sad Gardening,1
its supposed to be romantic but im gay and cannot be forced to write more,1
I don’t actually know if this is or isn’t cannon compliant because I haven’t finished DS9,1
Or read Stitch in Time,1
Or watched what we left behind,1
endgame garashir,1
Cultural Misunderstandings,1
it’s kind of like if romance was a calm philosophical conversation,1
Garak on Earth,1
traditional cardassian enjoinment ceremony,1
it’s Odo/Spock okay? don’t go into this expecting tongue swapping,1
Wish Fulfillment,1
no beta we die like men,1
shameless fluff,1
with no friends,1
a fic written by a Muslim!,1
Theology,1
Religious Discussion,1
Ramadan,1
non-starfleet,1
Making Up,1
two Trek dudes prattling on in a way that sounds deep,1
Post 06x22 Valiant,1
the timeline is fucked’ shenanigans,1
Soft Space Boyfriends,1
Yes that episode lol,1
the reasons are stupid,1
ASIT References,1
Agnostic Julian Bashir,1
Eid ul-Fitr,1
Fasting,1
Muslim Julian Bashir,1
POV Kukalaka,1
POV Third Person Limited,1
Queer Muslims,1
Questioning,1
quickfic,1
but it’s really just me brain farting while I eat breakfast,1
Antelope Julian Bashir,1
as in Pythas is dead,1
but they'll have more presence in a later fic,1
confessions post-death,1
despite appearances I think Pythas is my favourite character of asit,1
gosh I love Cardassians so much,1
whatever souls are made of his and mine are the same,1
he's a major character in my heart,1
is Pythas a major character? I wasn't sure if this was a major character death kind of deal,1
recontextualising your whole relationship with someone,1
so M/M and F/F are take-with-a-grain-of-salt,1
Cadet Nog,1
Ensign Nog,1
It's getting together but the main focus is Nog figuring himself out,1
Over the Years,1
Rom is a great dad,1
Sexual Identity,1
Sexuality Crisis,1
this is the only way I know to love,1
barring Elim himself,1
and rebuilding his life,1
all Odo needed to fix him was to spend some time with a philosophy major send post,1
also I generally HC that gender isnt what it is on earth today,1
Lizard Elim Garak,1
Miles O’Brien Loves Animals,1
just some utter ridiculousness for these trying times,1
set mid season 3,1
End of Canon Fix-It,1
(at least during this fic),1
Elim Garak Has Anxiety,1
Truth Serum,1
a compulsive liar gets dosed with truth serum,1
i think at least. its very short,1
accidental confessions,1
oh no,1
Alon Ghemor and Natima Lang are also there,1
Character Death,1
Elim continuing the long journey of dealing with trauma,1
I don't go into that here though,1
One-Sided Relationship,1
Fanfiction inspired,1
Alone Together,1
Alone Together: A DS9 Companion,1
because i think their hate for each other is hilarious,1
Pride,1
pride flag,1
just some green ensigns fucking around,1
Alternate Universe - Role Reversal,1
I want to elaborate on the Kira and Dukat dynamic,1
The Federation is inherently bastardous,1
Gentle,1
bc cardassia never invaded bajor in this,1
but i really loved this concept and the lore i created for it so,1
Love Lost - Freeform,1
but in this theyre actively bastards,1
esp bc Kira has no reason to hate him so viscerally,1
i wanted Ziyal to be in this but it was already too long,1
who knows maybe ill make this a series,1
Garak's POV,1
Hold Me - Series,1
Gay Romance,1
Julian's POV,1
LGBT,1
IDIC (Infinite Diversity in Infinite Combinations),1
Fireworks,1
Fandom,1
Parents,1
Step-parents,1
Awkward Julian,1
trope bingo,1
Garak is an understanding lover,1
Julian missed lunch,1
jabara knows everything,1
Nog has to leave,1
Soft Jake Sisko,1
goodbye kiss,1
Pre-Episode: s05e14 In Purgatory's Shadow,1
Weyoun 6 lives,1
Garak has never met a real emotion,1
heavily implied garashir,1
Confetti Cannon,1
Cosplay,1
scars on Garak's back,1
Comfort Touch,1
The Wire - Freeform,1
self challenge,1
Garak being a friend,1
Post-Episode: s03e13 Life Support,1
Casperia Prime,1
Post-Episode s03e22 Explorers,1
Cardassians have tails now,1
Metaphysics,1
Competent Quark,1
Beverly Crusher & Katherine Pulaski - Freeform,1
Entirely Self-Indulgent,1
it's nothing really descriptive or gory though,1
there are references to blood since odo gets cut,1
you can't just email your crush your memoirs and not expect a response,1
Cardassian translations of Terran children's literature,1
I just really love the fat baby,1
but the tail isn't really featured,1
except for in the artwork that inspired the story,1
fat baby is best baby,1
garashir with children,1
Emergency Medical Hologram - Freeform,1
Drunk Bashir,1
Garashir fluff,1
See notes for full tw list,1
Slight cultural misunderstanding,1
soft Elim Garak,1
finding out,1
This Chain's Too Hot To Handle,1
didn't like the original,1
Yelp in Space,1
Poetic,1
Please say you remember Garak in a dog collar and Worf holding his chain?,1
Operas,1
Episode: s02e05 Cardassians,1
medical conference,1
Relationship of equals,1
archeology,1
Mythology - Freeform,1
Mentorship,1
Space Husbands,1
Wooing,1
Hatching,1
Eggs,1
Cardassians lay eggs,1
Cardassian tailor,1
(not really but whatever),1
Relationship Advice,1
light flirting between quark and dax,1
odo is oblivious,1
quark being quark,1
quark is in love,1
quark's pov,1
Alien Planet,1
First Contact,1
Sensory Overload,1
Spiritual,1
Jake POV,1
Teenagers,1
Teens in love,1
