Bajoran Culture,55
Canonical Character Death,55
Humour,55
Nightmares,53
Ferengi,53
Light Dom/sub,53
Podfic Length: 0-10 Minutes,53
Rare Pairings,52
Sexual Tension,52
Pregnancy,52
Misunderstandings,52
BDSM,52
Sexual Content,52
Violence,51
Fluff and Smut,50
Julian Bashir and Elim Garak's Book Club,49
Unresolved Sexual Tension,49
Mild Hurt/Comfort,49
Time Travel,49
Episode: s05e16 Doctor Bashir I Presume,49
Post-Episode: s02e22 The Wire,48
Semi-Public Sex,48
Dialogue-Only,48
Blow Jobs,48
Panic Attacks,47
Oblivious Julian Bashir,47
Mental Health Issues,46
AU,46
Trauma,46
Torture,46
A Stitch in Time - Andrew Robinson,45
Sex Toys,45
Illustrated,45
Porn With Plot,45
Sex,45
Implied/Referenced Rape/Non-con,44
Anal Fingering,44
Original Character(s),44
Bondage,44
Cardassia,44
Comedy,44
Post-Episode: s05e16 Doctor Bashir I Presume,43
Top Elim Garak,43
Found Family,43
Biting,43
Identity Issues,43
Self-Esteem Issues,43
Anxiety,43
Voyeurism,43
Poetry,42
Dark,42
Bajorans,42
Domestic,42
Frottage,41
Femslash,41
Silly,41
Episode: s05e15 By Inferno's Light,40
Dominion War,40
Bottom Julian Bashir,40
Science Fiction,40
Episode: s02e22 The Wire,39
Marriage Proposal,39
Trektober 2020,39
Character Death,39
Fix-It,39
War,38
Cute,38
Worldbuilding,38
Spanking,38
Minor Character Death,38
Oo-mox,37
Vignette,37
Solid!Odo,37
Shapeshifting,37
Depression,37
POV First Person,37
Bajor,37
Friendship/Love,37
Christmas,37
Age Difference,37
Recovery,36
Dialogue Heavy,36
Top Julian Bashir,36
Conversations,36
Arguing,35
Fake/Pretend Relationship,35
Implied/Referenced Child Abuse,35
Flashbacks,35
Audio Format: MP3,35
Episode Tag,35
Sweet,35
Mpreg,34
Romantic Fluff,34
Dom/sub,34
Cunnilingus,34
Short One Shot,34
Episode: s05e14 In Purgatory's Shadow,34
Epistolary,34
Hurt No Comfort,33
Alternate Universe - Modern Setting,33
Drug Use,33
Age Swap,33
Drinking,33
Vaginal Sex,32
Guilt,32
Alien Gender/Sexuality,32
Unreliable Narrator,32
Literal Sleeping Together,32
Alternate Universe - Age Changes,32
Vaginal Fingering,32
Alternate Universe - Star Trek Fusion,32
Mild Sexual Content,32
Songfic,32
Vorta - Freeform,31
Marriage,31
POV Alternating,31
Secrets,31
Suicidal Thoughts,31
Crack Treated Seriously,31
Shameless Smut,31
Reunions,31
Injury,31
Implied/Referenced Torture,31
Sort Of,30
Weyoun 6 lives,30
Gen or Pre-Slash,30
Praise Kink,30
Light Bondage,30
Friends With Benefits,30
Dancing,30
Podfic Welcome,30
Female Friendship,30
Audio Format: Streaming,30
Tooth-Rotting Fluff,30
Multiple Orgasms,30
Attempt at Humor,30
Politics,29
First Meetings,29
No beta we die like Jem'Hadar,29
Light BDSM,29
Post-Series,29
Massage,29
Rimming,29
Miscommunication,29
Interspecies Relationship(s),29
Childhood Trauma,29
POV Second Person,29
Xeno,29
Kidnapping,28
Video,28
Comfort,28
Crossovers & Fandom Fusions,28
Medical Procedures,28
Ambiguous/Open Ending,28
Addiction,28
Sexual Fantasy,28
Digital Art,28
Making Out,27
Threesome - F/M/M,27
Blood,27
Cardassian flirting,27
Blood and Injury,27
Section 31 (Star Trek),27
Self-Harm,27
Implied/Referenced Self-Harm,26
Internment Camp 371 (Star Trek),26
Orgasm Delay/Denial,26
Gay Sex,26
Interspecies Sex,26
Intimacy,26
Internalized Homophobia,26
First Dates,26
Don’t copy to another site,26
Angst and Feels,26
Mystery,26
Telepathy,26
Obsidian Order,26
Father-Son Relationship,26
Hate Sex,26
Enabran Tain's A+ Parenting,26
Cuddling,26
Feelings Realization,26
Sexual Humor,26
Complicated Relationships,25
Not Beta Read,25
Implied/Referenced Character Death,25
Seduction,25
Sex Pollen,25
Drabble Collection,25
Pining Elim Garak,25
Falling In Love,25
Short & Sweet,25
Overstimulation,25
Healing,25
Awkward Sexual Situations,25
Bickering,25
Xenobiology,25
Rape/Non-con Elements,25
Episode: s04e10 Our Man Bashir,25
Spies & Secret Agents,25
Implied Relationships,24
Sickfic,24
Espionage,24
Terok Nor (Star Trek),24
Unhealthy Coping Mechanisms,24
Alternate Universe - Human,24
Drunkenness,24
Crying,24
Nudity,23
Whump,23
Awkwardness,23
Non-Sexual Intimacy,23
Reader-Insert,23
Asexual Character,23
Embedded Video,23
Bittersweet,23
Fingering,23
Trans Male Character,23
Spoilers,23
Het,23
Portrait,23
Past Child Abuse,23
Past Relationship(s),23
Meta,23
Explicit Consent,23
Trill Culture (Star Trek),23
One-Sided Attraction,22
Humiliation,22
Morning After,22
Slavery,22
Food,22
Soulmate-Identifying Marks,22
Innuendo,22
Murder,22
Post-A Stitch in Time - Andrew Robinson,22
Huddling For Warmth,22
Ambiguous Relationships,22
Mildly Dubious Consent,22
Exhibitionism,22
Backstory,22
Feelings,22
Richard Bashir's A+ Parenting,22
Inspired by Fanfiction,22
Hopeful Ending,22
Jadzia Dax Lives,22
Interrogation,22
Episode: s07e25 What You Leave Behind,21
Not Actually Unrequited Love,21
Not Canon Compliant,21
Aftercare,21
Confessions,21
Coming Out,21
Homophobia,21
Public Sex,21
No Plot/Plotless,21
Canon Disabled Character,21
Roleplay,21
Weddings,21
Dissociation,21
Prompt Fic,21
Male Friendship,21
Kidfic,21
Family Fluff,20
Past Rape/Non-con,20
kind of,20
Mental Instability,20
Alien Mythology/Religion,20
Changelings,20
Denial of Feelings,20
Double Penetration,20
Enemies to Lovers,20
Fandom Kombat 2021,20
Community: trope_bingo,20
Post-Canon Fix-It,20
Klingon,20
Dominance,20
Loneliness,20
Post-Episode: s07e25 What You Leave Behind,20
Prompt Fill,20
Fingerfucking,20
Alcohol Abuse/Alcoholism,20
Podfic Length: 10-20 Minutes,19
Regret,19
Symbionts,19
Future Fic,19
Starfleet,19
Male-Female Friendship,19
Sorry Not Sorry,19
Quark's Bar (Star Trek),19
Heavy Angst,19
POV Female Character,19
Adoption,19
Minor Julian Bashir/Elim Garak,19
Emotional/Psychological Abuse,19
Resolved Sexual Tension,19
Emotional Manipulation,19
Religion,19
Power Play,19
Post-Dominion War (Star Trek),19
Memories,19
Coda,19
Tenderness,19
Drunken Confessions,19
Episode: s03e21 The Die Is Cast,19
Implied/Referenced Sex,19
Femslash February,18
Fluff and Crack,18
Intersex Kelas Parmak,18
Therapy,18
Long-Distance Relationship,18
Deep Space Nine - Freeform,18
Ableism,18
Lingerie,18
Past Abuse,18
Vacation,18
Episode: s01e03 Past Prologue,18
Non-Consensual Drug Use,18
Awkward Flirting,18
No Sex,18
Edging,18
Late Night Conversations,18
Married Couple,18
Mind Games,18
Interspecies Romance,18
Family Feels,18
Foot Fetish,18
Work In Progress,18
Alternate Universe - Soulmates,18
Oneshot,17
Threesome - M/M/M,17
Body Horror,17
Bathing/Washing,17
Multiple Crossovers,17
Porn,17
Daddy Kink,17
Begging,17
Mental Breakdown,17
Trektober 2021,17
Choking,17
Triple Drabble,17
Alien anatomy,17
Grief,17
Bisexual Julian Bashir,17
Blood and Gore,17
POV Outsider,17
Holding Hands,17
Exile,17
Fix-It of Sorts,17
Developing Friendships,17
Minor Violence,17
Embarrassment,17
Size Kink,17
Podfic Available,17
Tumblr Prompt,17
Extremely Dubious Consent,17
i love these two,17
Post-War,16
Genetically Engineered Beings,16
Threesome,16
WTF Kombat 2021,16
Fuck Form,16
Break Up,16
One-Shot,16
Death,16
Mild Blood,16
Sexual Roleplay,16
Families of Choice,16
Prostitution,16
Hallucinations,16
Gay Character,16
Trektober,16
Platonic Cuddling,16
trektober2020,16
Ensemble Cast,16
Sub Elim Garak,16
Getting Back Together,16
Illustrations,16
Music,16
Rough Oral Sex,16
Section 31,16
Some Humor,16
Blood and Violence,16
5+1 Things,16
Tailoring,16
Post-Episode: s05e15 By Inferno's Light,16
Crossdressing,16
Sleepy Cuddles,16
do not copy to another site,15
Emotional Baggage,15
Dom/sub Undertones,15
Awkward Conversations,15
Drug Addiction,15
Trans Elim Garak,15
Christmas Fluff,15
Caretaking,15
Fade to Black,15
Fluff and Hurt/Comfort,15
Religious Guilt,15
Manipulation,15
Aftermath of Torture,15
Forbidden Love,15
Xenophobia,15
Hugs,15
Horror,15
Deadly Sins Garak/Bashir Fest,15
First Date,15
Gardens & Gardening,15
Marking,15
POV Third Person,15
Power Dynamics,15
Holidays,15
Pranks and Practical Jokes,15
Non-Linear Narrative,15
Episode: s04e06 Rejoined,15
Father-Daughter Relationship,15
Trans Character,14
Murder Mystery,14
Light-Hearted,14
Star Trek - Freeform,14
Loss,14
Implied/Referenced Suicide,14
Platonic Relationships,14
Gossip,14
Bigotry & Prejudice,14
Angst and Fluff and Smut,14
Submission,14
Self-Indulgent,14
Creampie,14
Babel Trek Open Project (Star Trek),14
Language Barrier,14
Episode: s03e10 Fascination,14
Cooking,14
Maquis,14
DS9,14
Community: crossovers100,14
Alternate Universe - Supernatural (TV) Fusion,14
Penetrative Sex,14
Casual Sex,14
Communication,14
Restraints,14
Garak POV,14
Action/Adventure,14
Nonbinary Character,14
Double Drabble,14
Anal,14
Lunch,14
Unresolved Romantic Tension,14
Scent Kink,14
Non-Explicit Sex,14
Alternate Universe - Daemons,13
Blindfolds,13
Autistic Character,13
Trust Issues,13
Gender Identity,13
Season/Series 05,13
Mutual Masturbation,13
Vomiting,13
Eventual Smut,13
Literary References & Allusions,13
Inspired by Music,13
Psychological Trauma,13
Kinda,13
Insecurity,13
Vibrators,13
Blanket Permission,13
Adultery,13
Matchmaking,13
Season/Series 06,13
Post-Coital Cuddling,13
Fantasizing,13
soft,13
Scent Marking,13
Vulcan,13
Lesbians in Space,13
Angst and Humor,13
Post-Break Up,13
Drawing,13
in a relationship,13
Parody,13
Hijinks & Shenanigans,13
Aliens,13
No Smut,13
Orgasm Denial,13
Intrigue,13
Enemies to Friends to Lovers,13
Episode: s05e09 The Ascent,13
Post Series,13
Best Friends,13
Post-Episode: s04e10 Our Man Bashir,13
Mild Angst,13
Wet & Messy,13
Fandom Kombat 2020,13
Penis In Vagina Sex,13
Mating Cycles/In Heat,13
Feels,13
Original Character Death(s),13
Post-Book: Enigma Tales (Star Trek),13
Episode: s03e20 Improbable Cause,13
Stream of Consciousness,13
Alternate Universe - Fantasy,12
Starfleet Academy,12
Drunk Sex,12
Body Worship,12
Public Display of Affection,12
Bittersweet Ending,12
Tribbles (Star Trek),12
Family Issues,12
Alternate Universe - Fusion,12
Episode: s04e25 Body Parts,12
Declarations Of Love,12
Abuse,12
Self-Insert,12
Possibly Unrequited Love,12
Rape,12
Emotional Hurt,12
Breathplay,12
Nipple Play,12
Imprisonment,12
Autism,12
Schmoop,12
Enemies to Friends,12
Dramatic Elim Garak,12
Explicit Language,12
Originally Posted on FanFiction.Net,12
Cloacal Sex,12
Old Married Couple,12
Valentine's Day,12
Erotica,12
Love Triangles,12
Romulans,12
Dom Julian Bashir,12
Bottom Garak,12
Medical Examination,12
Traditional Art,12
Literature,12
Mirror Universe (Star Trek),12
Romantic Soulmates,12
Kardasi,12
Episode: s05e06 Trials and Tribble-ations,12
Unrequited Crush,12
Self-Hatred,12
Gift Giving,12
Suicide,12
Dating,12
Betrayal,12
when a monk and a warrior fall in love,12
Post-Episode: s03e21 The Die Is Cast,12
Fluffy,12
Prison,12
Consent Issues,12
Suicide Attempt,12
Canon Divergence,12
Analysis,11
No Beta,11
No Dialogue,11
Shame,11
Episode: s03e05 Second Skin,11
Nog is my gay son,11
Meet-Cute,11
Fluff without Plot,11
Alternate Universe - Pizza Place,11
Riding,11
Ficlet Collection,11
Racism,11
Eventual Romance,11
Alternate Universe - Coffee Shops & Cafés,11
Male Slash,11
Revenge,11
Medical Kink,11
Sleepy Sex,11
Fanmix,11
Relationship Negotiation,11
Recreational Drug Use,11
Gay,11
Identity,11
Comfort Sex,11
Hope,11
background garashir,11
Clothing Kink,11
Psychological Horror,11
Book: Enigma Tales (Star Trek),11
Pegging,11
The Crimson Shadow - Una McCormack,11
Anal Play,11
Post canon,11
Sad,11
Genocide,11
Sexual Slavery,11
Episode: s03e18 Distant Voices,11
OT3,11
Episode: s07e24 The Dogs of War,11
Interspecies Awkwardness,11
Tender Sex,11
Insomnia,11
Queerplatonic Relationships,11
Fuck Or Die,11
Whipping,11
Drunken Shenanigans,11
Growing Up,11
Past Lives,11
Wall Sex,11
Body Image,11
Multiverse,11
Homesickness,11
Consensual Kink,11
Other Additional Tags to Be Added,11
Short,11
Cross-Posted on FanFiction.Net,11
Foreplay,11
Pillow Talk,11
Abandoned Work - Unfinished and Discontinued,11
Quickies,11
Alternate Universe - Pre-Canon,11
Polyamory Negotiations,11
Rope Bondage,11
Kanar,11
Cardassian,11
Internal Monologue,11
Parenthood,10
Aesop's Fables - Freeform,10
Bonding,10
Painplay,10
Garak's Fables,10
Infidelity,10
Requited Love,10
Dreams,10
Paranoia,10
Fantastic Racism,10
Canon Related,10
Shedding,10
Diary/Journal,10
Jewish Character,10
The Cardassian Occupation of Bajor,10
Solid Odo,10
Post-Episode: s04e26 Broken Link,10
Originally Posted Elsewhere,10
Season/Series 07,10
Childhood,10
Enthusiastic Consent,10
Letters,10
New Relationship,10
Minor Injuries,10
Post-Episode: s03e01-e02 The Search,10
Slow Build,10
Alternate Timelines,10
Redemption,10
no beta we die like men,10
Gratuitous Smut,10
Stranded,10
Making Love,10
Pansexual Elim Garak,10
Background Relationships,10
POV Kira Nerys,10
Transporter Malfunction,10
Watersports,10
Unhealthy Relationships,10
Everyone Is Gay,10
Rebuilding,10
Intoxication,10
Captivity,10
Holosuite Dates (Star Trek),10
The Borg,10
Amnesia,10
Costumes,10
Baseball,10
Women Being Awesome,10
Topping from the Bottom,10
Rape Aftermath,10
Mild Language,10
Family Drama,10
Oblivious Elim Garak,10
Pencil,10
Genderfluid Character,10
Possessive Behavior,10
Canon Rewrite,10
Risa - Freeform,10
Clothed Sex,10
Challenge Response,10
Anger,10
Pon Farr,10
Post-canon Bajor,10
Crossover Pairings,10
Fun,10
Porn Without Plot,10
Pre-Series,10
Sequel,10
Episode: s06e26 Tears of the Prophets,10
Adopted Children,10
True Love,10
Character of Color,10
Marriage of Convenience,10
Mostly Dialogue,10
Prisoner of War,10
One Night Stands,10
Tora Ziyal Lives,10
Skant,9
Touching,9
Courtship,9
Awkward Boners,9
Talking,9
POV Multiple,9
Season/Series 01,9
Family Dynamics,9
Episode: s05e22 Children of Time,9
Funny,9
Fables - Freeform,9
Episode: s01e16 If Wishes Were Horses,9
Drama & Romance,9
Dreams and Nightmares,9
Accidental Baby Acquisition,9
Domesticity,9
Yearning,9
Valentine's Day Fluff,9
Age Regression/De-Aging,9
Terok Nor,9
Slow Dancing,9
I Wrote This Instead of Sleeping,9
Forced Orgasm,9
Gore,9
Episode: s06e19 In The Pale Moonlight,9
Cuckolding,9
Married Life,9
Alien/Human Relationships,9
Augmented Julian Bashir,9
Mind Meld,9
Collection: Purimgifts Day 1,9
Babysitting,9
Episode: s07e06 Treachery Faith and the Great River,9
Portraits,9
Collection: Purimgifts Day 3,9
Episode: s06e13 Far Beyond the Stars,9
thirst,9
Past Character Death,9
Episode: s03e07 Civil Defense,9
silliness,9
References to Shakespeare,9
Male Character of Color,9
Klingons,9
LGBTQ Themes,9
Adventure,9
Episode: s05e04 Nor the Battle to the Strong,9
Past Torture,9
Surreal,9
Alternate Universe - Different First Meeting,9
Implied/Referenced Drug Addiction,9
Daddy Issues,9
Unplanned Pregnancy,9
Squirting,9
Consensual Non-Consent,9
Alternate Universe - Everyone Lives/Nobody Dies,9
Lack of Communication,9
Sex Work,9
Platonic Kissing,9
Episode: s02e23 Crossover,9
Platonic Soulmates,9
WTF Kombat 2022,9
Implied/Referenced Drug Use,9
Sadism,9
Pre-Canon Cardassia,9
Bodily Fluids,9
Whumptober 2018,9
Let's give them the happy ending they deserve,9
Child Abuse,9
Fisting,9
Hair-pulling,9
Tentacles,9
Bad Flirting,9
Bad Sex,9
Mental Anguish,9
Accidental Voyeurism,9
Shower Sex,9
Body Dysphoria,9
Collars,9
Group Sex,9
Surgery,9
Psychological Torture,9
Singing,9
Space Opera,9
Dysfunctional Family,9
Languages and Linguistics,9
PTSD,9
Love Bites,9
Blackmail,9
Illnesses,9
Possession,9
Technobabble,9
Alternate Reality,9
Forgiveness,9
Jewish Holidays,9
Flash Fic,8
Character Death Fix,8
Halloween,8
Lesbian Sex,8
Drugs,8
Clothing,8
Episode: s04e01-02 Way of the Warrior,8
Cuddling and Snuggling,8
Face-Fucking,8
Cantair Set,8
Obsidian Order Habits Die Hard,8
Podfic Length: 30-45 Minutes,8
Complete,8
Deception,8
Alternate Universe - Science Fiction,8
Relationship Discussions,8
I Don't Even Know,8
Cloaca,8
Tragedy,8
Mild Gore,8
notes from the Cardassian underground,8
Eventual Happy Ending,8
Gags,8
quickfic,8
Alpha/Omega,8
Alpha/Beta/Omega Dynamics,8
Plot,8
Star Trek: Just in Time Fest,8
Babies,8
POV Kelas Parmak,8
Vids with Subtitles Available,8
During Canon,8
Handcuffs,8
Episode: s07e23 Extreme Measures,8
Implied/Referenced Homophobia,8
Starvation,8
Flowers,8
Lies,8
Desperation,8
Power Imbalance,8
Sharing Body Heat,8
Reconciliation,8
Awkward Crush,8
Episode: s05e24 Empok Nor,8
dubcon,8
recursive fic,8
Object Insertion,8
Gay Male Character,8
Affection,8
Mistaken Identity,8
Games,8
autistic Garak,8
Canon Character of Color,8
Chronic Pain,8
i guess,8
Face-Sitting,8
Garak has a tail,8
Childbirth,8
Telepathic Bond,8
Touch-Starved,8
Neck Kissing,8
Dubious Ethics,8
Snow,8
Season/Series 04,8
Altered Mental States,8
aesop,8
Star Trek References,8
Excessive Drinking,8
Post-A Stitch in Time canon,8
Female Character of Color,8
Other Ships Not Mentioned in Tags,8
Weird Biology,8
Anxiety Attacks,8
Alternate Canon,8
Bechdel Test Pass,8
Happy,8
Episode: s03e25 Facets,8
Implied/Referenced Sexual Assault,8
Birthday,8
Rape Recovery,8
Consensual Sex,8
Crash Landing,8
Abduction,8
Cats,8
Space Battles,8
Bad Things Happen Bingo,8
Cardassians with tails,8
Non-Graphic Violence,8
Song Lyrics,7
Inspired by Poetry,7
Exile Julian AU,7
Alternate Universe - Exile Julian,7
season 6,7
Pansexual Character,7
Pre-Femslash,7
Dialogue,7
Knifeplay,7
Alternate Ending,7
Orgasm Control,7
Lesbian Character,7
Sexual Violence,7
POV Benjamin Sisko,7
Mother-Son Relationship,7
Some angst,7
Platonic Male/Male Relationships,7
Injury Recovery,7
Grinding,7
Character of Faith,7
Alternate History,7
Sleeping Together,7
Desire,7
Exhaustion,7
kirashir,7
Audio Format: M4B,7
Episode: s03e02 The Search Part II,7
Betazoid,7
Swearing,7
Femdom,7
Episode: s04e26 Broken Link,7
Emotional Sex,7
Hybrids,7
Prayer,7
Aftermath of Violence,7
References to Depression,7
Wedding Planning,7
NSFW Art,7
Asexuality,7
Isolation,7
Clones,7
Sexy,7
Mentions of Sex,7
Trek Women,7
Bad Decisions,7
Bisexuality,7
Relationship(s),7
Fake Marriage,7
Tumblr: ds9tumblzine,7
Trust,7
Relationship Advice,7
Truth Serum,7
Violent Sex,7
Major Character Injury,7
Attempted Seduction,7
Universal Translator,7
Mary Russell Mysteries,7
Sexual Harassment,7
alcohol use,7
Holodeck Sex,7
Minor Character(s),7
Psychology,7
Memory Loss,7
Playlist,7
Vulcan Culture,7
Supportive Miles O'Brien,7
Lonely Elim Garak,7
Resistance,7
Especially the lies,7
Dacryphilia,7
Garak's POV,7
Master/Slave,7
Alternate Universe - Arranged Marriage,7
Arranged Marriage,7
Bisexual Male Character,7
Sleep,7
Platonic Life Partners,7
Kiradax,7
Queer Themes,7
Dom/sub Play,7
Flufftober 2021,7
Awkward Romance,7
Platonic Garashir,7
Post-Movie: Star Trek Nemesis (2002),7
Stalking,7
Oral Fixation,7
Skant Uniform,7
Stripping,7
slight crack,7
originally posted to alt.startrek.creative,7
Philosophy,7
Episode: s06e01 A Time to Stand,7
Jem'Hadar - Freeform,7
Parent-Child Relationship,7
Christmas Party,7
Tea,7
Medical,7
Medical Trauma,7
Medical Experimentation,7
Non-Human Genitalia,7
Mild Kink,7
Love Letters,7
Communication Failure,7
Self-Acceptance,7
Early in Canon,7
Episode: s03e11-12 Past Tense,7
Evil Author Day,7
Dildos,7
Starfleet Spouse Garak,7
Camping,7
Episode: s07e04 Take Me Out to the Holosuite,7
Love/Hate,7
Post ASIT,7
GIMP (GNU Image Manipulation Program),7
Community: femslashficlets,7
Period-Typical Racism,7
Masochism,7
War Crimes,7
Traditional Media,7
Longing,7
Touch Telepathy,7
Role Reversal,7
Julian's many exes (continued),7
Garashir Lunch Dates,7
Mating Rituals,7
Implied/Referenced Alcohol Abuse/Alcoholism,7
Vorta Pussy (Vussy),7
They can be read independently and in any order,7
Works in this series are standalones united by the medium of shower notepad,7
Vignettes,7
Bad Parenting,7
Crushes,7
Episode: s02e05 Cardassians,7
AU where Garak is the head of the Obsidian Order and Dukat is an exile,7
Episode: s06e09 Statistical Probabilities,7
Size Difference,6
Time Loop,6
Odo POV,6
Soulmates,6
Language,6
Action & Romance,6
One Big Happy Family,6
anyway,6
Everyone Needs A Hug,6
Prophets,6
Outdoor Sex,6
Unresolved Emotional Tension,6
Implied/Referenced Cheating,6
Gift Fic,6
Medicine,6
Sexuality Crisis,6
Enemies,6
One Shot Collection,6
camboy Julian Bashir,6
Heavy Petting,6
Religious Imagery & Symbolism,6
Bruises,6
suggestive ending,6
Attempted Murder,6
Minor Original Character(s),6
Protectiveness,6
Vulcans,6
LGBTQ Character,6
Canon Universe,6
Lesbian Kira Nerys,6
Zhian'tara,6
Uniform Kink,6
Episode: s07e08 The Siege of AR-558,6
Humiliation kink,6
Human AU,6
Strap-Ons,6
Lemon,6
Romantic Gestures,6
Master/Pet,6
Safewords,6
Sexual Experimentation,6
Fairy Tales,6
Present Tense,6
Emotionally Repressed,6
Bajoran Religion,6
Episode: s07e03 Afterimage,6
Apologies,6
Deepthroating,6
Temporary Character Death,6
degradation kink,6
Dry Humping,6
Science,6
Hurt,6
Hair Braiding,6
Terminal Illnesses,6
Heterosexual Sex,6
Boys In Love,6
Cloacal Fingering,6
Parenting,6
Aliens Made Them Do It,6
Survivor Guilt,6
breaking up,6
Challenges,6
Threats of Rape/Non-Con,6
Stimming,6
Bullying,6
Alternate Universe - 1950s,6
My First Work in This Fandom,6
Season/Series 02,6
Moral Dilemmas,6
Quark - Freeform,6
Interspecies,6
Spiritual,6
Slow Romance,6
Implied/Referenced Incest,6
Physical Abuse,6
Conversation,6
Unrequited Lust,6
Nonfiction,6
sorry - Freeform,6
Headaches & Migraines,6
Coming In Pants,6
Odo being Odo,6
Elim Garak as a child,6
Gentleness,6
Children,6
Pre-Episode: s02e22 The Wire,6
Episode: s02e13 Armageddon Game,6
Season 1,6
Podfic Length: 20-30 Minutes,6
Oviposition,6
DD9,6
Not Beta Canon compliant,6
Sleep Deprivation,6
The Garak/Bashir Mysteries,6
Season/Series 03,6
Porn Watching,6
Cardassian Literature,6
Episode: s06e23 Profit and Lace,6
implied Garak/Bashir,6
First Love,6
Andorians,6
meriel and essan,6
Outer Space,6
Hypothermia,6
Coping,6
Taboo,6
Trill - Freeform,6
Gentle Sex,6
Podfic Length: 1-1.5 Hours,6
Cardassian scales,6
Wetting,6
Post-Episode: s04e06 Rejoined,6
Secret Crush,6
Morning Cuddles,6
Drabbles,6
Tattoos,6
Foot Massage,6
Drug Abuse,6
Rewrite,6
Medical Inaccuracies,6
Near Death Experiences,6
Character Development,6
DS9 Directory Challenge,6
Knotting,6
Post-Episode: s06e06 Sacrifice of Angels,6
Bottoming from the Top,6
Self-Reflection,6
Gaslighting,6
Attempted Rape/Non-Con,6
Autism Spectrum,6
Physical Disability,6
Neurodiversity,6
BDSM Scene,6
Post Canon Cardassia,6
Unrequited,6
Period-Typical Homophobia,6
flashfic,6
Grooming,6
Daemons,6
Loyalty,6
Anon Prompt,6
Fake Character Death,6
anon prompt from tumblr,6
Kink,6
Bloodplay,6
Pregnant Sex,6
Dramatic Weyoun,5
Jealous Elim Garak,5
Julian Bashir's genetically enhanced identity issues,5
Asphyxiation,5
Dubcon Kissing,5
old married garashir,5
USS Defiant NX-74205 (Star Trek),5
Alternate Universe - Canon,5
69 (Sex Position),5
Reflection,5
Engagement,5
Naive Weyoun,5
deadly sins,5
Caring!Garak,5
Monologue,5
T4T Garashir,5
Repressed Memories,5
Morning Sex,5
Non-Consensual,5
Naked Cuddling,5
Lust,5
protective Garak,5
Non-Consensual Bondage,5
100 Themes Challenge,5
Collection: Purimgifts Day 2,5
Alternate Universe - College/University,5
Character Analysis,5
Vulnerability,5
Mother-Daughter Relationship,5
Episode: s06e06 Sacrifice of Angels,5
Religious Conflict,5
Cheating,5
Overworking,5
Ethical Dilemmas,5
Scents & Smells,5
Narcissism,5
Tickling,5
Doctor and Patient,5
Alien Planet,5
Substance Abuse,5
Plotty,5
Gay Pride,5
probably out of character,5
Snuggling,5
Artificial Intelligence,5
Episode: s01e10 Move Along Home,5
Unwanted Sexual Pursuit,5
Post-Episode: s07e25 Endgame (Star Trek: Voyager),5
Body Positivity,5
ajanlingus,5
Non-Graphic Rape/Non-Con,5
Double Entendre,5
Episode: s06e07 You Are Cordially Invited,5
Sad Ending,5
Non-Consensual Voyeurism,5
Dark Past,5
First Time Blow Jobs,5
super short,5
Getting to Know Each Other,5
internalized ableism,5
Spotify,5
Courting Rituals,5
Breakfast,5
Confusion,5
Jealous Garak,5
Moving On,5
Canon Autistic Character,5
Double Penetration in One Hole,5
Hangover,5
