,freeforms
Julian's many exes (continued),3
Telepathy,3
Cardassian flirting,3
Boys In Love,3
Soulmate-Identifying Marks,3
Alternate Universe - Soulmates,3
Hangover,3
Short One Shot,3
Chronic Pain,3
Alternate Universe - 1920s,3
Gangsters,3
Porn with Feelings,3
Internment Camp 371 (Star Trek),3
not explicit,3
Dirty Talk,3
Blow Jobs,3
Blood and Violence,3
Original Character(s),3
so much yearning,3
Canon Character of Color,3
Light Bondage,3
Memories,3
Whump,3
Mildly Dubious Consent,3
Sex Pollen,3
Autism,3
POV Kelas Parmak,3
Infidelity,3
Deception,3
Tender Sex,3
Roommates,3
Section 31,3
Mild Angst,3
Whipping,3
Non-Linear Narrative,3
Imprisonment,3
Sexual Roleplay,3
Suicide,3
Affection,3
Bonding,3
War,3
Tailoring,3
Self-Hatred,3
Masturbation,3
Xenophobia,3
Vulcan,3
Gay Sex,3
No actual sex,3
Episode: s05e16 Doctor Bashir I Presume,2
Dancing,2
Guilt,2
Drunk Sex,2
Abusive Parents,2
Slice of Life,2
Elim Garak - Freeform,2
Tenderness,2
Angst and Fluff and Smut,2
Oral Fixation,2
Threesome - F/M/M,2
Anger,2
Christmas Fluff,2
Family Dynamics,2
Cloacal Sex,2
Social Anxiety,2
Possessive Behavior,2
Psychiatric Abuse,2
Meltdown,2
fuck form Friday,2
Universal Translator,2
Complicated Relationships,2
Non-Graphic Rape/Non-Con,2
iatrophobia,2
Saying I Love You,2
consensual torture,2
Fluff and Hurt/Comfort,2
Family Drama,2
Miscommunication,2
Loss,2
Drunkenness,2
Trauma,2
they sure have a lot of issues,2
garak on his knees,2
Caregiver Elim Garak,2
Dom Julian Bashir,2
Healing,2
Episode: s02e23 Crossover,2
breaking up,2
Trust Issues,2
Prison,2
Isolation,2
slight references to ASIT,2
Garak's usual paranoia and fear of intimacy,2
Julian Bashir - Freeform,2
Julian Bashir/Elim Garak - Freeform,2
Promiscuity,2
camboy Julian Bashir,2
Sex Work,2
Interspecies Awkwardness,2
Shibari,2
Touch Telepathy,2
Attempted Murder,2
Abuse,2
References to Shakespeare,2
Mentions of Sex,2
Seahorse fatherhood,2
Pseudo-Incest,2
Interspecies Book Club,2
Episode: s03e05 Second Skin,2
Enemies to Friends,2
Alternate Universe - Human,2
CMNM,2
Temporary Character Death,2
Holding Hands,2
Episode: s06e19 In The Pale Moonlight,2
Rough Kissing,2
Anticipation,2
Post-Coital Cuddling,2
Body Horror,2
Medical Trauma,2
fill in fic,2
Stranded,2
Jadzia Dax Lives,2
Near Death Experiences,2
Tentacle Sex,2
homoerotic,2
Fluff and Crack,2
xenophile julian bashir,2
Sexual Frustration,2
Bodily Fluids,2
Daddy Issues,2
Prompt Fic,2
Weird Biology,2
Praise Kink,2
Mutilation,2
Strangers to Lovers,2
Monsters,2
Rape Recovery,2
Exhaustion,2
Fandom Kombat 2021,2
Sweet,2
Hint of M/M,2
AU where Garak is the head of the Obsidian Order and Dukat is an exile,2
the defiant,2
Drunken Confessions,2
Works in this series are standalones united by the medium of shower notepad,2
Trills,2
everyone is ooc,2
Childbirth,2
Child Abuse,2
Topping from the Bottom,2
Possessive Elim Garak,2
Anal Play,2
Male Character of Color,2
Companionable Snark,2
Especially the lies,2
Jealous Elim Garak,2
POV Outsider,2
Kinky,2
Dramatic Julian Bashir,2
Tropes,2
Fantasizing,2
Arguing as flirting,2
Intersex Parmak,2
Enemy Lovers,2
Vorta can purr,2
Weyoun being Weyoun,2
Alien Rituals,2
Comedy,2
Lunch,2
Breastfeeding,2
Alien Mythology/Religion,2
i think??,2
Married Couple,2
Autistic Character,2
Sexual Repression,2
Sexual Violence,2
Hurt,2
Conspiracy,2
James Bond kink,2
Spy Kink,2
distracted sex,2
Softness,2
Changelings,2
DS9 Rarepairs,2
Devious Elim Garak,2
Corruption,2
Emotional Hurt/No Comfort,2
Applied Phlebotinum,2
POV Queer Character,2
POV Weyoun,2
i guess,2
Medical Kink,2
Post-canon Bajor,2
POV Benjamin Sisko,2
They can be read independently and in any order,2
Prostitution,2
Cute,2
Anal Fingering,2
Clothing,2
Cuddling,2
Clothing Kink,2
Episode: s05e24 Empok Nor,2
Enemies to Friends to Lovers,2
Rebuilding,2
i love these two,2
Flirting in Cardassian,2
Truth Serum,2
Intoxication,2
Discussions of sex,2
Illustrations,2
In a sense,2
Unwanted Sexual Pursuit,2
content warning,2
Open Marriage,2
Bad Things Happen Bingo,2
Submission,2
Bondage,2
Obsidian Order Habits Die Hard,2
Work In Progress,2
Ficlet Collection,2
Marriage of Convenience,2
Public Sex,2
Eventual Happy Ending,2
Public Claiming,2
NSFW Art,2
Gossip,2
Alternate Universe - Crack,2
Awkward Boners,2
Unconventional Relationship,2
Sauna,2
Male Slash,2
Post-Book: Enigma Tales (Star Trek),2
No Dialogue,2
Heartbreak,2
Crying,2
Alternate Universe - Fantasy,2
Post-Series,2
Playful Sex,2
Mostly Dialogue,2
Getting Back Together,2
One Night Stands,2
Action & Romance,2
Fix-It of Sorts,2
Roleplay,2
Sleep,2
Slavery,2
Homophobia,2
Action/Adventure,2
Episode: s06e01 A Time to Stand,2
Threats of Violence,2
Attempted Seduction,2
Shapeshifting,2
Insecurity,2
Lizards,2
Episode: s05e14 In Purgatory's Shadow,2
Long-Distance Relationship,2
Self-Indulgent,2
Garak Can't Pick His Feelings Out of a Police Lineup and that's Very Valid of Him,2
PTSD,2
Season/Series 06,2
Platonic Garashir,2
Fake Character Death,2
Desire,2
Adultery,2
oh julian no,2
POV Sisko,2
Completely pointless,2
Ambush,2
Married Life,2
Castellan Garak,2
Episode: s03e20 Improbable Cause,2
Episode: s03e21 The Die Is Cast,2
Erotica,2
Forbidden Love,2
Suicide Attempt,2
Bittersweet Ending,2
References to Depression,2
Neck Kissing,2
Garak is a needy old man,2
Implied/Referenced Suicide,2
Top Julian Bashir,2
Platonic Cuddling,2
Platonic Kissing,2
Post-Episode: s04e10 Our Man Bashir,2
Round Robin,2
let Garak feel pretty,2
quickfic,2
Episode: s01e03 Past Prologue,2
Slight Canon Divergence,2
Sub Elim Garak,2
sequel of sorts,2
Fake Marriage,2
Bad Medical Ethics,2
Supportive Miles O'Brien,2
Eavesdropping,2
Boys Kissing,2
Physical Abuse,2
POV First Person,2
suggestive ending,2
Accidental Baby Acquisition,2
Never Have I Ever,2
Post-Canon Cardassia Sitcom,2
Post-War,2
Regret,2
Trektober 2020,2
Feelings Realization,2
Post-Episode: s05e16 Doctor Bashir I Presume,2
Physical Disability,2
Spit Kink,2
Pining Weyoun,2
Read the ficlet by Sapphose first,2
Transporter Malfunction,2
The Dominion (Star Trek) - Freeform,2
Threats of Rape/Non-Con,2
Edging,2
Accidental Voyeurism,2
Sequel,2
Aftermath of Torture,2
Vignette,2
Drunken Shenanigans,2
Body Image,2
Richard Bashir's A+ Parenting,2
Roleswap,2
Christmas,2
Minor Julian Bashir/Elim Garak,2
Redemption,2
Additional Warnings In Author's Note,2
Xeno,2
Mistaken Identity,2
Slight Foot Fetish,2
angsty,2
POV Second Person,2
Captivity,2
Dom/sub Play,2
Disguise,2
Aliens,2
Post-Episode: s03e21 The Die Is Cast,2
Interspecies Sex,2
Rope Bondage,2
addition to canon,2
Translation,2
Non-Explicit Sex,2
First Love,2
Holosuite Dates (Star Trek),2
Vibrators,2
Serious Injuries,1
Communication,1
Julian POV in first chapter,1
Is it roleplay if you're playing yourselves?,1
Garak POV in second,1
Deep Space Nine - Freeform,1
mentions of previous dubious consent via deception,1
Episode: s02e05 Non Sequitur,1
Drinking Games,1
Complicated feelings about duty and moving forward,1
Complicated feelings about home and identity,1
Episode: s07e08 The Siege of AR-558,1
Not Beta Canon compliant,1
Overthinking,1
Other Additional Tags to Be Added,1
post 5.16 dr bashir i presume,1
Wedding Fluff,1
Nothing bad happens this is just set-up for fluffy shorts down the line,1
Season 6/7,1
Kelas is the BFF we both need and deserve right now,1
I can't make them stay mad for long even though their whole schtick is arguing,1
Gallitep,1
Julian Bashir's genetically enhanced identity issues,1
Self-destructive tendences,1
Father Figures,1
Enabran Tain is a jerk,1
Dark Past,1
it's 90 percent feelings,1
despite the premise there's not much sex in this,1
It's not unrequited; they're just idiots,1
Frenemies With Benefits to Lovers,1
you do realize that over the course of 7 years they kill pretty much all of kira's friends right,1
this is just a goddamned angst fest,1
the shakaar,1
queer bajorans,1
meriel and essan,1
lotr is so much better in the original bajoran,1
gul rusot,1
grief and mourning,1
episode tag: the darkness and the light,1
cw: rape as a weapon of war,1
cw: occupational violence,1
bajoran folklore,1
Imzadi,1
Betazoid History,1
Mention of torture,1
Spy Stuff,1
Oo-mox done on a human,1
'it's about the cones' meme but 'it's about the healing',1
but Bashir is strong enough,1
and enjoy each other's features,1
and almost breaks down,1
agile Cardassian tongue,1
Passion,1
Garak's first time with a human,1
Garak is emotionally unbalanced,1
Garak and Bashir are very glad to be alive,1
Bashir feels adventurous,1
Bashir and Garak are beautiful creatures,1
no overt violence,1
just a conversation between strangers whilst one is in handcuffs,1
happy ending I promise,1
Hostage Situations,1
But not in the fun way,1
this is my first dayoun fic yeehaw,1
rated M for mentions of sex/alcoholism/death,1
long-distance messages,1
but none of it is explicit,1
all of the stuff in the TWs is canon except for yknow.... the sex,1
AU because it's after the end of DS9 and they're both.... yknow.... alive,1
transactionary sex,1
Microlobe fetish,1
Scene Gone Wrong,1
there's a theme here,1
ost: sons and daughters by the decemberists,1
ost: second chances by gregory alan iskov,1
ost: don't leave home by dido,1
kira and garak friendship ft. garashir,1
garak-centric,1
extremely reluctant barely-even-allies to co-parents to family,1
cardassian and bajoran cultural clashes (and culture melds),1
can you tell,1
Mentions of Lactation,1
Found Families,1
sensory processing issues,1
auditory processing issues,1
Promenade,1
Dildos,1
moodboard,1
Fanmix,1
Collage,1
Aesthetic Collage,1
Peril,1
Pain,1
No beta we die like that fucking wire,1
space diasporas,1
Canon Divergence,1
self-edited may the Prophets forgive me,1
Conversations,1
angst and alcohol,1
Garak shouldn't be drinking like this,1
Garak is an angsty fella,1
Episode: s05e07 Let He Who Is Without Sin...,1
Episode: s04e26 Broken Link,1
Poisoning,1
Unresolved Tension,1
Picnics,1
Breakfast in Bed,1
tone is absolutely all over the place,1
little bit of scary!garak,1
he’s kinda hot when he’s scary,1
duh - Freeform,1
by inferno’s light,1
but also darkness,1
as is my style,1
alcohol issues,1
Sleeping Together,1
Or Is It?,1
Don’t Judge Me,1
Distant Voices,1
Cardassiancore if you will,1
Why is somebody always drunk in my fics?,1
Addressing Garak's past,1
Dammit Dax,1
Confessions,1
Replicators,1
Xenophilia (Implied),1
Sisko is so sick of his employees’ shit,1
No beta we die like redshirts,1
Garak’s Back Room,1
Alien-Fucking Form,1
Las Palabras de Amor,1
Language,1
Wordplay,1
Sleepy Flirting,1
Domestic,1
world building,1
Star Fleet Politics,1
Not beta-canon compliant,1
Celebrations,1
Cardassian chilrden,1
mild blasphemy,1
Safewords,1
Garak Is A Bastard,1
then you'll understand,1
then the one by copperbeech,1
Sequel to a sequel,1
Pass the fanfic,1
thank you for your understanding in this manner,1
immigration policy,1
Reality TV,1
I pick up the parts of beta canon I want and simply ignore the rest,1
very suggestive descriptions of plants,1
Relationship Discussions,1
Keep it in your pants Garak,1
Inspired by The Thin Man,1
they talk so much,1
Borrowed Characters from Beta Canon,1
Some angst,1
Just to be clear most of the pairing tags are probably lies,1
Except Garak/Bashir that one's definitely not ambiguous,1
Episode: s03e07 Civil Defense,1
...or are they?,1
totally pointless,1
thirst,1
obvious flirting,1
bad timing,1
awkward moments,1
as usual,1
You Decide,1
Very Unsubtle Flirting,1
Spy - Freeform,1
Spies,1
Quark’s Questionable Business Practices,1
Quark’s Bar,1
Or Perfect Timing,1
Lies Spies and Bedroom Eyes,1
Julian Bashir’s Spy Fetish,1
this is about how some people think the chufa looks like a vagina btw,1
But a whole lotta thoughts about it,1
idk I just got the urge to write this,1
damar’s drinking problem,1
Weyoun is into power,1
No Smut,1
Enthusiastic Consent,1
Damar gets some power ;),1
other relationships that are mentioned:,1
o'brien polycule,1
keiko gives garak relationship advice,1
keiko and garak are bffs,1
Julian whump,1
Terran Empire,1
Somewhat anyway,1
Odo didn't want to see that,1
we are ignoring canon timelines,1
unlikely friendship,1
love of life and love of exploration,1
a touch of Romantic/Sexual Love,1
Self Love (no not that kind),1
Platonic Love,1
Familial Love,1
Cooking,1
Cake,1
Baseball,1
somewhat dubious consent,1
questionable strategic decisions,1
creative interpretations of xenophobia and in-group/out-group dynamics,1
Purring,1
Marking,1
takes place right before Damar's defection,1
complicated feelings,1
Threesome,1
handsy tailor is (consensually) handsy,1
clueless disaster bi is clueless,1
Season/Series 05,1
getting married,1
There Was Only One Bed,1
Or at least I think its funny,1
Homesickness,1
Medical Conditions,1
Bajorans,1
Bullying Dukat,1
Garak's Problems with intimacy,1
garak is always a lil bit angsty,1
Sexual Imagery,1
Keiko/Kira (past),1
Julian/Miles (past),1
Gardening,1
this fic is now old enough to read itself,1
the infamous hello kitty vibrator,1
minor appearances by other characters - Freeform,1
Squick,1
Foursome - F/M/M/M,1
Anthropomorphic,1
Silly lizard man,1
Mid season 4,1
Garak did not consent to falling in love,1
I can’t stress enough how much we’re bullying Dukat here,1
Emotional Intimacy,1
Implied F/F/F,1
dubcon,1
We wrote this instead of sleeping,1
Learning to accept your scars,1
infirmary,1
Deep Sisko Regret,1
Administrative Responsibilities,1
he wants to sue,1
book discussions,1
anonymously published novel,1
Seriously bullying Dukat,1
Julian is incredibly upbeat,1
Cardassian Politics,1
Murder Mystery,1
A lot of tea-drinking,1
First Time But It's Fade To Black,1
Watching Someone Sleep,1
Sleepy Sex,1
Sleepy Cuddles,1
lonely,1
had a bad day,1
all of the angst,1
Workplace Injury,1
Twisted,1
The Secret Life of an Augment,1
OK seriously there's a lot of angst,1
Kiss it better,1
Episode: s01e19 Duet (Deep Space Nine),1
Episode: s01e10 Move Along Home,1
Episode: s01e09 The Passenger,1
Crushing on Crusher,1
Cruelty,1
Bitter,1
Garak is morally dubious and Julian is Into It,1
garak being a bad person and Julian being into it basically,1
Spy roleplay,1
Hybristophilia,1
Possibly Unrequited Love,1
Fashion Crimes,1
Cardassian problem-solving,1
form 6729-c,1
dialogue only,1
who among us has not had a crush on a gay older man?,1
unethical seductions,1
the beheading of Procal Dukat,1
Canon Typical Internalized Homophobia,1
Post-Episode: s06e13 Far Beyond the Stars,1
Original Cardassian Characters - Freeform,1
Getting Together Thanks To Psychic Accidents Because They're Too Oblivious Otherwise,1
No beta we die like Miles’s game of darts,1
Let's give them the happy ending they deserve,1
I guess I write alien soft porn now,1
Garak likes to watch,1
chufa stimulation,1
These two are a mess and I love them,1
But not really a slow burn because I have Needs,1
Accidental marriage sort-of,1
julian thinks hes a spy,1
garak loves him anyway,1
Vorta being silly,1
Vorta Culture,1
Spa Treatments,1
Implied/Referenced Dubious Consent,1
Implied/Referenced Abuse,1
Dayoun is referenced,1
Xeno as a vehicle for worldbuilding and tenderness,1
Consentacles,1
graphic birth,1
erotic birth,1
bias,1
Trials,1
Pregnancy Kink,1
Parenthood,1
Fatherhood,1
Breaking down walls,1
Abandonment,1
Incredibly Oblivious Characters,1
Post-Canon Fix It,1
Episode: s04e22 For the Cause,1
When Things Get Better,1
Scenario - Prisoners have sex in captivity for mutual comfort,1
Attitude - Unhealthy codependence on fellow prisoners,1
attemptathumor,1
Period-Typical Homophobia,1
Meet-Cute,1
Julian and the gang work in a really shitty shopping mall,1
Alternate Universe - 1980s,1
No Beta: We die like Jem'hadar!,1
space gladiator,1
lot of Romulans,1
crackship,1
Rare Characters,1
Demonic Possession,1
jacuzzi,1
Garakistricky,1
Garak and Bashir - Freeform,1
intoxicating body oil,1
Why can’t I take anything seriously?,1
Trying to anyway,1
Post-episode: season 2 episode 22 the wire,1
Implied rape/non con (it didn’t happen don’t worry) Garak’s tall tales,1
I was aiming for angst and hurt/comfort but I missed by an entire quadrant,1
Gay Elim Garak,1
Garak’s exile,1
Communication Issues,1
Coming Out,1
USS Discovery (Star Trek),1
Romulans,1
End of the World,1
Anal Plug,1
Morning Sex,1
datenight,1
dirtytalk,1
movies - Freeform,1
intense feelings,1
rated M for discussions of sex,1
Ship Manifesto,1
Meta,1
Sexual Harassment,1
Note that everything between Weyoun and Damar is consensual,1
NB Damar and Weyoun,1
Denial of Feelings,1
Attempted Sexual Assault,1
though it's surprisingly less of a focal point than I thought it would be,1
Post-episode s05e26: Call to Arms,1
Mating Cycles,1
Disassociation,1
support and learning,1
difficulty in leaving the past behind,1
sexualtension,1
difficult past,1
deep hurt,1
back home,1
Support,1
LGBTQ,1
Hugs,1
Hospitals,1
Hospitalization,1
Fear,1
Family Problems,1
Difficult Decisions,1
Declarations Of Love,1
Boys' Love,1
close to dubious consent at one point,1
(its no one),1
lovemaking,1
Mentions of PTSD,1
child grooming,1
Murder Planning,1
But Does Not Actually Reference Much From ASIT,1
Love Letters,1
horny but wholesome,1
Unhealthy Relationships,1
Trust,1
Julian Bashir needs a warm cup of Tarkalean tea and a blanket,1
Alternate Universe - Coffee Shops & Cafés,1
Dark Humor,1
Dragon Hoard,1
Elim the shadow serpent,1
Never use unknown substances kiddies,1
Non-Graphic Smut,1
Tactile delusions,1
Garak is very sweet to Julian,1
Religion,1
Disabled Characters of Color,1
Second Verse Same As the First,1
o'brien polycule (kinda),1
same scene different POV,1
sequel to a one-shot,1
unrequited love that isn't so unrequited,1
WTF Kombat 2022,1
POV Julius Eaton,1
Delusions,1
Queer Characters of Color,1
allusions to period typical racism and homophobia,1
brief mention of an underage sexual encounter with dubious consent,1
brief mention of slurs,1
neurodivergent characters of color,1
Childhood Sexual Abuse,1
Non-Graphic Violence,1
Subatoi the Qarin,1
remembering the night before,1
Andorians,1
Quickies,1
There is no plot,1
terrible pun title,1
Bit Dark,1
Selfishness,1
30 day writing challenge,1
Blind Spock,1
warm smiles,1
Jewish Holidays,1
Jewish Spock (Star Trek),1
LGBTQ Character,1
Pon Farr,1
Sehlats (Star Trek),1
Vulcan Culture,1
Early Days,1
they feel good,1
Australian wildlife,1
dry humping in the infirmary,1
Electrolocation,1
Fill The Spoon,1
Sexual References,1
Catfight,1
Episode: s03e10 Fascination,1
Zanthi Fever,1
Nerd Ben,1
garak hovering above,1
Neurodivergent love languages,1
d/s vibes if you squint,1
bashir on his back,1
both nude,1
eyes locked,1
garak and bashir in bed together,1
Casual sex that isn't so casual,1
Julian is angry and horny,1
Garak is a people pleaser,1
and i’m julian,1
Steamy,1
Valentine's Day,1
burning desire,1
chocolate kisses,1
flower picking,1
teddy bear,1
because i wrote this for myself,1
Crossover Pairings,1
don’t ask,1
for all intents and purposes it’s a doc ock x reader,1
no beta we die like. like doc ock falling into the river or something,1
Gay Alien Sex,1
Nudity but Not Explicit,1
joyful and gentle,1
Femslash,1
Bubble Bath,1
Protective Elim Garak,1
Quark needs a hug,1
Several main characters return to the Station,1
Ben Sisko Bajoran Messiah returns,1
Ben Sisko is another returnee to Deep Space Nine,1
Fluff and pre-smut foreplay,1
Kira is now married but to someone not on the crew,1
Lead up to smut,1
odo is a sweetheart,1
B'Elanna on DS9,1
Ben doesn't get enough credit for his romantic side and by god I will do my part to address that,1
Hint of post-canon Bajor,1
Sensuality,1
Stand Alone,1
not actually a sex pollen story,1
Affairs,1
post-series cardassia,1
Erotic Interrogation,1
Hand Job,1
Life under a totalitarian regime,1
julian bashir is a huge slut,1
o'brien must suffer (emotionally),1
o'brien polycule kinda,1
Disabled Character,1
Government Surveillance,1
Infertility,1
Pre-Fire Cardassia,1
both are enjoying their little game,1
Siblings,1
The major trigger warnings are as follows:,1
Uncle-Niece Bonding,1
alternating pov,1
past imprisonment,1
Episode: s06e25 The Sound of Her Voice,1
ficclet,1
casual sex that isn't so casual for one party,1
POV Miles O'Brien,1
that's it that's the fic,1
Ziyal lives because she deserved better,1
They have a holiday in New Orleans and nothing bad happens at all,1
Sisko Family Feels,1
I have a lot of feelings about the Siskos okay,1
pov julian bashir so like. run-on sentences galore,1
no beta we die,1
julian bashir thinks he has to be lonely but he does NOT have to be!,1
it has nothing to do with my personal incapability to make a sentence short,1
hey uhhhh did you know it's difficult describe something as physical as dancing?,1
questionable medical ethics,1
Shedding,1
Cardassian Literature,1
nudity not explicit,1
Vulcan Language,1
daforge - Freeform,1
spirk,1
Inappropriate Humor,1
