,freeforms
Interspecies Sex,8
Rope Bondage,8
Alien anatomy,8
Porn Without Plot,8
Implied/Referenced Rape/Non-con,8
Friendship,8
Xenophobia,8
Intimacy,8
Blood and Injury,8
Crack Treated Seriously,8
Painplay,8
Grief/Mourning,8
Topping from the Bottom,8
Clothing Kink,8
Riding,8
Vaginal Fingering,8
Secret Relationship,8
Xenobiology,8
Introspection,8
Quickies,8
Embarrassment,7
POV Alternating,7
Vorta Pussy (Vussy),7
Denial of Feelings,7
Developing Relationship,7
Nipple Play,7
Dark,7
Fisting,7
Clothed Sex,7
Drama,7
Prostitution,7
Minor Character Death,7
Unhealthy Coping Mechanisms,7
Dominion War (Star Trek),7
Explicit Language,7
Seduction,7
Episode: s05e15 By Inferno's Light,7
Episode: s05e16 Doctor Bashir I Presume,7
Dom/sub Undertones,7
Cuckolding,7
Love Bites,7
Daddy Kink,7
Religious Guilt,7
Consensual Non-Consent,7
Literal Sleeping Together,7
Breathplay,7
Claustrophobia,7
Anal Play,7
Enabran Tain's A+ Parenting,7
Collars,7
Light Angst,7
Fake/Pretend Relationship,7
Creampie,7
Bad Sex,7
Secrets,6
Poetry,6
Blood,6
Internment Camp 371 (Star Trek),6
Aftermath of Torture,6
Orgasm Control,6
Missing Scene,6
Alternate Universe - Star Trek Fusion,6
Casual Sex,6
Drunk Sex,6
Medical Procedures,6
Pre-Canon,6
Cloacal Fingering,6
Enthusiastic Consent,6
Cloaca,6
Slavery,6
Dacryphilia,6
Cardassian flirting,6
Restraints,6
No Plot/Plotless,6
Internalized Homophobia,6
Some Humor,6
Marriage Proposal,6
Shedding,6
Love,6
Mating Cycles/In Heat,6
Angst and Hurt/Comfort,6
Master/Pet,6
Slow Burn,6
Angst and Feels,6
Interrogation,6
Past Child Abuse,6
Healing,6
Domestic Fluff,6
Gags,6
Watersports,6
Group Sex,6
Bickering,5
Face-Sitting,5
Shame,5
Uniform Kink,5
Pining Elim Garak,5
Awkward Boners,5
Holodeck Sex,5
Orgasm Denial,5
Drunkenness,5
Coming In Pants,5
i love these two,5
Dry Humping,5
Kink,5
Bloodplay,5
Hurt No Comfort,5
Hemipenes,5
Tenderness,5
Intercrural Sex,5
Gay,5
Humour,5
Eventual Smut,5
Shower Sex,5
69 (Sex Position),5
A Stitch in Time - Andrew Robinson,5
Attempt at Humor,5
Tender Sex,5
Podfic Length: 10-20 Minutes,5
Drugs,5
Bottoming from the Top,5
Alien/Human Relationships,5
Emotional Sex,5
Deadly Sins Garak/Bashir Fest,5
Cardassian Genitalia are Called Ajan and Sotl Because I’m Anti PrUt,5
Fanart,5
Grinding,5
Non-Human Genitalia,5
Size Difference,5
Inspired by Music,5
Soft Dom Julian Bashir,5
Unrequited Love,5
Weddings,5
Knotting,5
Post-Episode: s05e15 By Inferno's Light,5
Mild Blood,5
Past Rape/Non-con,5
Outdoor Sex,5
Face-Fucking,5
Blood and Violence,5
Work In Progress,5
Genetic Engineering,5
Julian Bashir and Elim Garak's Book Club,5
Object Insertion,5
Feelings Realization,5
Accidental Voyeurism,5
Trans Elim Garak,5
ajanlingus,5
Comfort Sex,5
Fluff and Humor,5
Bodily Fluids,5
Alternate Universe - Human,5
Alternate Universe - Coffee Shops & Cafés,5
Sadism,5
Ficlet,5
Mystery,5
Skant Uniform,5
nonstandard genital arrangements,5
Murder,5
Communication,5
Consensual Somnophilia,5
Blood and Gore,5
Crossover,5
Politics,4
Oral,4
Male Slash,4
camboy Julian Bashir,4
Don’t copy to another site,4
Awkwardness,4
Mental Instability,4
Non-Sexual Intimacy,4
Espionage,4
Declarations Of Love,4
Drug Use,4
Spies & Secret Agents,4
Angst and Porn,4
Kardasi,4
Sorry Not Sorry,4
Power Imbalance,4
Rape,4
Telepathy,4
Dialogue-Only,4
First Date,4
Come Eating,4
Loneliness,4
Aphrodisiacs,4
Somnophilia,4
Porn Watching,4
Post-Episode: s07e25 What You Leave Behind,4
War,4
Trans Character,4
Season/Series 05,4
Manipulation,4
Canonical Character Death,4
Enemies to Lovers,4
Past Relationship(s),4
Squirting,4
Gay Alien Sex,4
Knifeplay,4
Body Image,4
Gay Male Character,4
Implied/Referenced Torture,4
Tentacles,4
Altered Mental States,4
LGBTQ Character,4
Recovery,4
Suicidal Thoughts,4
LGBTQ Themes,4
Illustrations,4
do not copy to another site,4
Section 31 (Star Trek),4
Consensual Sex,4
Fix-It,4
Episode: s04e10 Our Man Bashir,4
Safewords,4
Not Beta Read,4
Lap Sex,4
slight crack,4
POV First Person,4
Consent Issues,4
Making Love,4
Episode: s07e06 Treachery Faith and the Great River,4
Alcohol Abuse/Alcoholism,4
Excessive Drinking,4
Unhealthy Relationships,4
Comfort,4
Non-Consensual Voyeurism,4
Time Travel,4
Pon Farr,4
Sort Of,4
Office Sex,4
Infidelity,4
Huddling For Warmth,4
Dildos,4
Inspired by Fanfiction,4
Desk Sex,4
Sexual Experimentation,4
Stranded,4
Post-Episode: s03e21 The Die Is Cast,4
Foot Massage,4
Sub!Garak,4
Bathing/Washing,4
Relationship Negotiation,4
Cardassians with tails,4
Adultery,4
Post-Episode: s02e22 The Wire,4
Misunderstandings,4
Master/Slave,4
Dead Dove: Do Not Eat,4
handjob,4
Sequel,4
Oral Fixation,4
Humiliation kink,4
Self-Lubricating Cardassians,4
Holosuite Dates (Star Trek),4
Whipping,4
Forced Orgasm,4
Impact Play,4
Nightmares,4
Post-A Stitch in Time - Andrew Robinson,4
Strength Kink,4
Pillow Talk,4
Submissive Garak,4
Changelings,4
BDSM Scene,4
Abuse,4
Gunplay,4
Quark's Bar (Star Trek),4
AU,4
Vacation,4
Flashbacks,4
Accidental Stimulation,3
Section 31,3
Vomiting,3
Double Penetration in One Hole,3
Alien genitalia,3
Masochism,3
Cameras,3
Schmoop,3
Confrontations,3
Small Penis,3
Mpreg,3
Universal Translator,3
Body Modification,3
Bad Things Happen Bingo,3
Caretaking,3
Post-Book: Enigma Tales (Star Trek),3
Character Death,3
Art,3
Dubious Consent Fantasy,3
BDSM themes,3
Asexual Character,3
Sensory Deprivation,3
Belts,3
Kink Negotiation,3
Feelings,3
Rape Recovery,3
Webcam/Video Chat Sex,3
Obsidian Order,3
Loss of Control,3
Cardassian Erogenous Zones,3
Julian Bashir's canonical foot fetish,3
Bittersweet Ending,3
NSFW Art,3
Romantic Soulmates,3
Prison Sex,3
Dancing,3
Dominion War,3
Bisexual Male Character,3
Abandoned Work - Unfinished and Discontinued,3
Breeding Kink,3
Bi-Curiosity,3
Worldbuilding,3
Character Study,3
Babel Trek Open Project (Star Trek),3
Anxiety,3
Angry Sex,3
Literature,3
Fluff and Hurt/Comfort,3
Sexual Harassment,3
Playing Doctor,3
Injury,3
Episode: s01e03 Past Prologue,3
Wax Play,3
Sweet,3
Post-canon Bajor,3
Marriage,3
kind of,3
Implied/Referenced Drug Addiction,3
Snark,3
Unsafe Sex,3
Role Reversal,3
Gentle Sex,3
Sickfic,3
Facials,3
Bathtub Sex,3
Gang Rape,3
Desperation,3
PWP without Porn,3
Gun play,3
Drinking,3
Blood Kink,3
Let's give them the happy ending they deserve,3
Other Additional Tags to Be Added,3
Telepathic Bond,3
Garak being a little shit,3
Episode: s04e25 Body Parts,3
Pole Dancing,3
Weird Biology,3
Solid Odo,3
Swearing,3
Old Married Couple,3
Kanar,3
Getting Back Together,3
Oviposition,3
Games,3
Julian's many exes (continued),3
Self-Esteem Issues,3
Skant,3
Mirror Universe (Star Trek),3
Crying During Sex,3
Drug Abuse,3
Paranoia,3
Rape Roleplay,3
Augmented Julian Bashir,3
Costumes,3
Fuck Form,3
Identity Issues,3
Interspecies Romance,3
Implied/Referenced Alcohol Abuse/Alcoholism,3
Episode: s05e09 The Ascent,3
Episode: s03e20 Improbable Cause,3
Second-Hand Embarrassment,3
Implied/Referenced Child Abuse,3
Non-Consensual,3
Prisoner of War,3
Blackmail,3
Intoxication,3
Consensual Kink,3
Revenge,3
Insults,3
Rebellion,3
Implied/Referenced Self-Harm,3
Verbal Humiliation,3
Episode: s02e23 Crossover,3
Hand Feeding,3
Mind Games,3
Episode: s05e14 In Purgatory's Shadow,3
Occupation of Bajor,3
Bisexual Julian Bashir,3
Vorta - Freeform,3
Trektober 2020,3
Domestic,3
Butt Plugs,3
Kid Fic,3
Falling In Love,3
Possessive Behavior,3
Captivity,3
Eventual Happy Ending,3
Asphyxiation,3
Richard Bashir's A+ Parenting,3
Not Canon Compliant,3
Everyone Is Gay,3
Handcuffs,3
Post-Episode: s05e16 Doctor Bashir I Presume,3
Pegging,3
Mild Kink,3
Pet Play,3
Recreational Drug Use,3
Aliens Made Them Do It,3
Cardassian Literature,3
Body Horror,3
Trust Issues,3
Dubious Science,3
Marathon Sex,3
Canon Divergence,3
Requited Love,3
degradation kink,3
Episode: s02e22 The Wire,3
Post-Series,3
Cock Warming,3
Caning,3
Original Character(s),3
Dubious Ethics,3
Non-Consensual Bondage,3
Plot What Plot,3
Heavy Petting,3
Interspecies,3
Cock Worship,3
Walking In On Someone,3
Confessions,3
Kinktober 2020,3
Wetting,3
Marriage of Convenience,2
Implied/Referenced Character Death,2
Starvation,2
Pre-Slash,2
Pirates,2
Nonconathon Treat,2
Post-Episode: s07e12 The Emperor's New Cloak,2
sutures,2
touch-telepathy,2
Branding,2
Bruises,2
Implied/Referenced Incest,2
Break Up,2
purring ferengi,2
Implied/Referenced Suicide,2
Hypothermia,2
First Time (But Not Really),2
100 Themes Challenge,2
Needy Elim Garak,2
No Lube,2
Episode: s02e05 Cardassians,2
Salirophilia,2
Childhood Trauma,2
Vorta have tails!,2
PWF,2
Maybe - Freeform,2
Edge Play,2
handjobs,2
Het and Slash,2
Claiming,2
Tender tentacle bondage,2
I Will Go Down With This Ship,2
One Night Stands,2
Intersex,2
Interspecies Awkwardness,2
Drug Withdrawal,2
transactional sex,2
Season/Series 01,2
Julian POV,2
Tattoos,2
First time with an alien,2
thigh riding,2
Not Beta Canon compliant,2
Enemies to Friends to Lovers,2
Headaches & Migraines,2
Orgasm Delay,2
Awkward Sex,2
Public Humiliation,2
Sauna,2
i guess,2
Competence Kink,2
Kinks,2
Desire,2
Self-Hatred,2
Horror,2
Strip Tease,2
Physical Abuse,2
Public Blow Jobs,2
Body Dysphoria,2
Assassins & Hitmen,2
Past Torture,2
Piercings,2
Excessive Semen,2
Filthy,2
Drug-Induced Sex,2
Erotic Literature,2
Subterfuge,2
Mistaken Identity,2
Rewrite,2
Parent-Child Relationship,2
Sort of Omega Verse,2
Dressing Room Sex,2
What-If,2
Future Fic,2
Groping,2
Garak Is A Pest,2
Gun Violence,2
Disabled Character,2
submissive!Garak,2
Nudity,2
Sexual Coercion,2
Robot Sex,2
Foreplay,2
Silence Kink,2
Dukat did everything wrong,2
Naked Cuddling,2
oh god the feelings,2
Ritual Sex,2
Gangbang,2
Murder Kink,2
Julian Bashir Lacks Self-Preservation Instincts,2
Eggpreg,2
Untimely Hard-Ons,2
Sub Julian Bashir,2
Eating out,2
Denial,2
(sorry),2
Omorashi,2
Isolation,2
Forbidden,2
Longing,2
Gender Identity,2
Alternate Universe - Modern Setting,2
Violent Sex,2
Aliens,2
Terok Nor (Star Trek),2
Table Sex,2
ASIT References,2
Vulnerability,2
I'm Sorry,2
Face Slapping,2
Very slight crack maybe,2
transgender character,2
Tags May Change,2
Double Penetration in Two Holes,2
Western,2
overprotective lizard bfs,2
Body Paint,2
hairless,2
Dreams,2
Fantasy,2
Horses,2
forced perpetration in the context of torture,2
Drabble Collection,2
In Public,2
Consensual Infidelity,2
Exile,2
Dirty Thoughts,2
POV Benjamin Sisko,2
Asexuality,2
Comeplay,2
Asexuality Spectrum,2
Major character death - Freeform,2
Season/Series 02,2
Intersex Character,2
Interspecies Relationship(s),2
Non-Consensual Oral Sex,2
Miles O'Brien is a good bro,2
Lack of Communication,2
Jadzia Dax is a good bro,2
Drug Addiction,2
Bathtubs,2
Situational Humiliation,2
Food,2
Trektober 2021,2
bottom Julian,2
Analingus,2
Military Kink,2
Morning Sex,2
Genital Torture,2
Utter Filth,2
Animal Instincts,2
Not Actually Unrequited Love,2
Memory Loss,2
The Author Regrets Everything,2
Post-Episode: s04e26 Broken Link,2
Internal Monologue,2
Ferengi Genital Headcanon,2
Season/Series 03,2
sorry - Freeform,2
Feels,2
Companionable Snark,2
Sharing Body Heat,2
anyway,2
Rape Aftermath,2
New Relationship,2
Gore,2
Safer Sex,2
Doctor/Patient,2
Genderplay,2
no beta i'm insecure,2
D/s,2
Chronic Pain,2
Nipple Clamps,2
Subspace,2
Bad Communication,2
Nonbinary Character,2
eating ass,2
political violence,2
Awkward Conversations,2
Klingons have 2 dicks,2
Magic,2
Illnesses,2
Mirror Sex,2
Leather Kink,2
Comedy,2
Mating,2
Kinky,2
streamer Julian Bashir,2
My First Work in This Fandom,2
Cardassian,2
Threats of Rape/Non-Con,2
Don't copy to another site,2
Bathroom Control,2
Julian is a naughty boy,2
True Love,2
Chastity Device,2
Terok Nor,2
Pansexual Character,2
No beta we die like Jem’Hadar,2
Forbidden Love,2
My First Fanfic,2
Bajoran Culture,2
Episode: s03e21 The Die Is Cast,2
scales - Freeform,2
Gay Character,2
Multiple Penetration,2
aggressive flirting,2
Prostate Massage,2
First Time Bottoming,2
Spitroasting,2
Mental Breakdown,2
Sign Language,2
Switching,2
Panties,2
Dubious Consent Due To Identity Issues,2
Transformation,2
Medical Conditions,2
Service Top,2
Modeling,2
Teratophilia,2
internalized very specific Cardassian homophobia,2
Letting Damar Say Fuck (As a Treat),2
Therapy,2
Oomox,2
Intrigue,2
sensory issues,2
Exploration,2
Alternate Canon,2
My Dear Doctor,2
Psychological Torture,2
Crash Landing,2
bite marking,2
deadly sins,2
Plotty,2
Mild Hurt/Comfort,2
Alternate Universe - Fusion,2
Implied/Referenced Homophobia,2
Egg Laying,2
Past Sexual Abuse,2
Urophilia,2
Jem'Hadar - Freeform,2
Being Walked In On,2
Cardassian Forehead Spoon,2
Trust Kink,2
Dubious Morality,2
Nipple Licking,2
Established D/S Dynamic,2
yeah they do it,2
Late Night Conversations,2
Uniforms,2
Cuddling,2
Intersex Kelas Parmak,2
Risa - Freeform,2
speculative reproductive xenobiology,2
Anxiety Attacks,2
Pre-Episode: s02e22 The Wire,2
Crossovers & Fandom Fusions,2
alien fucking,2
huge penis,2
Reverse xenophilia,2
Its all perspective kids,2
Licking,2
Drugged Sex,2
Campy,2
Double Entendre,2
Courtship,2
POV Multiple,2
Revolution,2
dubcon,2
Post-Break Up,2
Kidnapping,2
Sex Slave,2
Felching,2
Touch Telepathy,2
Purring,2
Post-Coital Cuddling,2
Dark Comedy,2
Canon Divergent,2
Adult streamer Julian Bashir,2
affirmative consent,2
Hope,2
Weyoun is Such a Little Freak and A Weirdo (The Author Loves Him),2
Forehead Kisses,2
Xenolinguistics,2
Sex Work,2
Domesticity,2
Office Blow Jobs,2
Betazoid,2
Sexual Politics,2
Betazoid Culture,2
Kinky sex,2
Stiletto Heels,2
Object Penetration,2
Safeword Use,2
Mind Melding,2
Chastity Play,2
Orgy,2
Discussion of Abortion,2
sex as self harm,2
Claiming Bites,2
Genderfluid Character,2
Consentacles,2
Flogging,2
i love the headcanon of vorta being extra bat-like so e.g. their skin is fuzzy,2
Guilt,2
Silly,2
Love Letters,2
Food Kink,2
Heavy Angst,2
Open Relationships,2
"DS9 S3E10 ""Fascination""",2
First Time Blow Jobs,2
Possibly Unrequited Love,2
Dominant!Julian,2
Gardens & Gardening,2
Sex with God,2
Vers Characters,2
Complete,2
Aftermath of Violence,2
Sounding,2
very specific Cardassian homophobia,2
Father-Son Relationship,2
Top Garak,2
Fucking Machines,2
Space Polyamory,2
Safe Sane and Consensual,2
Friends With Benefits To Lovers,2
Penis In Vagina Sex,2
Idiots to Idiots,2
Pheromones,2
Unresolved Sexual Tension,2
no beta we die like men,2
Arthritis,2
Suicide Attempt,2
The Absolute Bimbofication of Vorta,2
Exhaustion,2
Wet Dream,2
Delusions,2
Young Garak,2
Clothing,2
Matchmaking,2
"excessive use of the term ""my dear""",2
Emotional/Psychological Abuse,2
Alien Mythology/Religion,2
sex as payment,2
seemingly dubious consent,2
Let’s give them the happy ending they deserve,2
Zanthi Fever,2
Romantic Fluff,2
Trust,2
Past Abuse,2
Sharing a Bath,2
Andorians,2
Tailor/Customer - Freeform,2
Mild Angst,2
Service Kink,2
Epistolary,2
Post-Episode: s04e10 Our Man Bashir,2
Bigotry & Prejudice,2
Loss of Parent(s),2
Touch-Starved,2
castellan garak why are you harassing the silly little human like that?,1
although keevan one hundred percent snorts cocaine,1
not like. cocaine.,1
sprained wrist,1
thoughts on masculinity,1
smarmy commentary from your fave jem'hadar,1
ketracel-white being the drug,1
space racism,1
headache,1
weyoun is a narcissist and it’s very sexy of him,1
this is not explicitly about trans julian,1
Implied/Referenced Voyeurism,1
technically this all involves odo But i'm not pairingtagging him,1
low key daddy kink,1
Kelas Parmak (Mentioned) - Freeform,1
lots of goo!,1
another one got out of my control,1
Miles and Julian have a past,1
Episode: s03e25 Facets,1
#vibrators,1
old married garashir,1
#Lovers,1
Lots of Sex but also ANGST,1
#OralSex,1
Garak and Miles get into a fistfight,1
#desire,1
#establishedrelationship,1
#gaysex,1
#publicsex,1
#swallowing,1
#sextoys,1
#revenge,1
#pulses,1
Food Play,1
Possessiveness,1
lots of drool,1
whatever u think this fic is about to be i promise u it’s not,1
sex but as a way to confront issues of the body,1
post series cardassia,1
weird xeno alien biology,1
but feel free to read it that way because it totally works,1
by dissociates i mean kind of unlocks some kind of psionic powers,1
Holosuite,1
they both have legit feelings they just pretend they don't,1
extremely Extremely EXTREMELY existential,1
gratuitous use of second person POV,1
how does brunt give blowies around his teeth? magic,1
brunt buys quark's body in a different way,1
there’s technically unicorns but they’re not the main point of the story,1
also trans brunt,1
just like a whole ton of fucking nonsense garbage,1
subjective divinity,1
vivid bits of gore & vore,1
twisted ankle,1
adequate levels of oomox,1
I wrote all of this in a barn excuse any errors,1
Quark has a lot of sex in this,1
weyoun sees the stars for the first time and fucking dissociates,1
Bath Sex,1
if you know me irl i'm sorry lol,1
swivel chair shenanigans,1
More Communication,1
laying in bed,1
(Emphasis On The Argue),1
light exhibitionism,1
Arguably Developing Friendship (Garak & O'Brien),1
Discussion of Consent Issues,1
Getting Together (Garak/Bashir),1
Post-Episode: s05e24 Empok Nor,1
Stranded On An M-Class Planet,1
This Is Basically An O'Brien Must Suffer Episode,1
Daddy Issues,1
Gratuitous German,1
Murder Mystery,1
Recommended Viewing: Babylon Berlin,1
Aftercare (Implied),1
Recommended Viewing: Cabaret,1
Bolian Flu,1
But we love him for it,1
Xeno sex is the best sex,1
Book: Crime and Punishment (Fyodor Dostoyevsky),1
Semi-graphic violence,1
post exile garak but before the occupation is over,1
some thrills can't be bought,1
the dove is milliseconds from being dead,1
Abduction,1
Original Character Death(s),1
Fake illnesses,1
Cardassian Hand-Holding,1
Dukat mentions,1
Erectile Dysfunction,1
For Science!,1
technically a sickfic,1
Crying Wolf,1
First Meeting,1
Dominant Bottom,1
Mental Link,1
beans,1
Post-Canon Fix-It,1
i wish i didnt have to include that tag.,1
Discussion of Abusive Parenting,1
All the Smut Tags,1
Mild Sexual Content,1
sorry about the title,1
playing chicken,1
Consent Play,1
Miscommunication,1
Accidental self insert with a historical figure,1
Hologram!Trip Tucker,1
Book: Mephisto (Klaus Mann),1
Dinner Parties,1
Epic Bromance,1
crack. maybe?,1
but that is technically basically what happens,1
"Excessive Use of the Phrase ""Spoon Thing""",1
but it works out,1
My First Smut,1
cameo appearances by Quark Jadzia Jabara and Weyoun,1
Cardassians amirite?,1
sex to annoy a third person,1
Keevan hates everyone,1
my dear,1
I guess I write alien soft porn now,1
Punishment is it's own reward,1
Gay Alien Smut,1
its both sweet and hot what more do u want,1
virgin odo,1
Angst and Tragedy,1
Enemy Lovers,1
I have no idea what I'm doing,1
Canon-Typical Behavior,1
Mentions of Grooming,1
Episode: s07e25 What You Leave Behind,1
the obrien polycule is so important to me,1
favourite customer,1
Mating Cycles,1
AU - no Federation/Federation has collapsed,1
Gifts,1
Medical Student Julian,1
Private Show,1
brief mention of trans fetish (not Garak),1
front hole penetration,1
unless of course you have the latinum to pay for an after alteration hours fitting,1
hemipenes dildo,1
Julian Bashir/Vic Fontaine,1
The Boy Who Cried Wolf,1
damar wearing a muzzle should be his default state,1
Oblivious Elim Garak,1
More tags to be added,1
ziyal has a dilf kink,1
unhealthy relationship dynamics,1
middle aged man hentai,1
she is merely idealistic but that does not mean she is sheltered,1
first time in a long time,1
minor canon deviation,1
hand-holding,1
a business tip from quark in exchange for information that truly has made a difference,1
and benny sisko is a dilf if i ever saw one,1
in this house ziyal is empowered by her sexuality and desire to get bred,1
technically it's around closing in one of the completely closed dressing rooms,1
attention seeking,1
the everlasting tragedy of ziyal's ignorance,1
the last two hours of garak's shop are purely consultation only,1
the magic of a cardassian sauna holosuite program,1
dislocated shoulder,1
body heat,1
they are all consenting adults idk wym this is abusive,1
Lies,1
this is just an excuse to post damar ahegao,1
referenced garashir,1
Fake injuries,1
these lads banged on risa,1
two dudes sitting in the hot springs zero feet apart because they're seeking jamaharon,1
Garak is just :D,1
Makeover,1
Song: Judas (Lady Gaga),1
Song: Toxic (Britney Spears),1
bad things happen to Tholian silk,1
i think ferengi actually do give great blowies,1
Episode s02:e23 Crossover,1
Episode s03:e02 The Search Part 2,1
Possessive Elim Garak,1
Top Mirror Garak,1
chief obrien u need to be more careful smh -_-,1
referenced garak/keiko,1
just a little tiny bit of smut,1
this was just supposed to be porn!!!,1
too many italics? idk wym,1
i also like making garak go absolutely feral,1
Julian Bashir's Foot Fetish,1
I have no idea what I’m doing,1
I Hope It’s Funny Anyway,1
Jealous Elim Garak,1
Toxic Masculinity,1
but it's 10k!!!,1
Garashir Lunch Dates,1
this starts off pretty dysfunctional but the boys get there,1
i can't believe my first explicit fic is for these two,1
i like objectifying julian bashir and making him cry,1
if i missed any tags let me know and I'll add them!,1
Garak Is A Whiny Attention Seeker,1
non-sexual choking,1
posting on my main bc yolo,1
ball worship,1
Episode fix-it: s2e23 Crossover,1
There's a bit of blood too,1
some sort of dubcon i guess but don't worry damar definitely wants it,1
Ears,1
But like before it,1
so many feelings,1
Surgery,1
so that's basically worldbuilding,1
Dark Past,1
Grave Robbers,1
(tinsnip),1
Set Before Empok Nor,1
Pass the fic,1
"Pre- and During- ""The Wire""",1
Top Elim Garak AND Bottom Elim Garak!,1
Ferengi-typical sexism,1
very bad ideas about gender,1
Coercion,1
Extremely unsanitary,1
damar's degradation kink,1
damar's piss kink,1
i've also decided that cardassians have hemipenes so enjoy that,1
and I mean shameless,1
this is very important because Weyoun’s ears get me hot,1
Just a very small amount of plot,1
Andorian/Cardassian,1
Julian Bashir's spy fetish,1
Odo POV,1
Quark POV,1
Sex-favorable Ace Character,1
in a hole formed just for the encounter,1
with a dick formed just for the encounter,1
Dangerous missions prompt love confessions,1
Even though it's very unhealthy sometimes,1
Garak gets in his own way,1
Andorian Anatomy,1
Julian is done letting you be a jerk,1
Very necessary ChUen fondling,1
Whoever said words will never hurt me had not met Elim Garak,1
Wingman Kira Nerys,1
Discussions of literature,1
Andorian Flirting,1
Earnest,1
Garak's biweekly cardassian union approved dick appointment,1
seriously this is just piss i am so sorry,1
And does this count as Porn With Feelings?,1
gratuitous mentions of the color of weyoun's eyes for the poetry of it all,1
How do I politely say this is a fic about Garak and Julian dry humping?,1
Porn But Without Most Of The Porn,1
Young Garak is very cheeky,1
There's No Dominion War,1
Young Elim Garak,1
jury's still out on that one,1
Spy Stuff,1
Spoon Sex,1
POV Kira Nerys,1
Garak is in his twenties,1
oh wait nevermind jury's back and they say he Definitely is,1
when i use that tag i know im writing about keevan,1
damar in his early bootlicker stage,1
dukat should be reported to HR,1
Cardassian Idioms,1
ritual bathing,1
7 minutes in heaven situation,1
Cardassian Doctor Fetish,1
After our man bashir but before Julian gets replaced,1
Augment Julian Bashir,1
Keevan might be a serial killer,1
Established Weyoun/Keevan,1
alternating pov,1
Cardassian Sex,1
I'm horrible at tagging things,1
Julian Bashir: alien fucker,1
It's always communication issues with these two,1
