,freeforms
Jeffries tube,1
Meeting the Parents,1
Anxiety,1
Mother-Son Relationship,1
heavily implied garashir,1
wedding crashers,1
Mentorship,1
Eavesdropping,1
Emergency Medical Hologram - Freeform,1
caring for a child,1
Accidental Eavesdropping,1
Casperia Prime,1
Party Planning,1
Weddings,1
Reunions,1
Multilingualism,1
fuck the canon we die like warriors,1
GIMP (GNU Image Manipulation Program),1
nonbinary transfemme rom,1
archeology,1
rom deserves to be happy,1
"the words ""rom smiled"" are in this fic like 5 times and that's the best description of what this is",1
Afterlight,1
Cover Art,1
Digital Art,1
Rain,1
Polarr,1
Mythology - Freeform,1
POV Julian Bashir,1
autodesk sketchbook,1
vsco,1
Background Relationships,1
Bajorans,1
Little Achievements,1
Renna Illa - Freeform,1
Romantic Parallel to Garashir,1
Dreamwidth: Equality Auction,1
Injury Recovery,1
complicated feelings,1
Bad Advice,1
Best Friends,1
Or could be shippy,1
Misunderstandings,1
Lost Love,1
Episode: s04e05 Indiscretion,1
perseverance,1
Who Doesn't Love Martok?,1
WTF Kombat 2021,1
They can be read independently and in any order,1
s05e07 Let He Who Is Without Sin,1
Talking,1
Unrequited Crush,1
Strength,1
Works in this series are standalones united by the medium of shower notepad,1
A Stitch in Time - Andrew Robinson,1
ASIT spoilers,1
Bit miffed Elim Garak & Tolan Garak isn't a pre-existing relationship tag,1
Character Development,1
Episode: s02e22 The Wire,1
Religious Guilt,1
Beverly Crusher & Katherine Pulaski - Freeform,1
Major Character Injury,1
Aftermath of Torture,1
Court Martial,1
Emotional/Psychological Abuse,1
Science,1
Family Fluff,1
Implied/Referenced Torture,1
it's canon folks,1
Legal Drama,1
Rape Recovery,1
Canon Rewrite,1
Recovery,1
Unethical Experimentation,1
Unethical Medicine,1
Nerdiness,1
Meet the Family,1
drabble for the prompt °Understanding°,1
POV Outsider,1
Parent-Child Relationship,1
medical conference,1
The Borg,1
Gender Exploration,1
poem,1
android-boyfriends,1
Mini Drabble,1
Fainting,1
not together though,1
Family Feels,1
AU: Damar lives,1
drabble for the prompt °Reckless°,1
Aliens,1
quark in him feels,1
Sort Of,1
quodo,1
Truth,1
Character of Faith,1
Dreams,1
This Truth Is Too Reckless To Hoard,1
Stickerpack,1
Stickers,1
Telegram,1
it gets fluffier,1
Julian turns 40,1
Enemies to Friends,1
Spoilers for S07E25 The dogs of war,1
Episode Fix-it,1
Episode: s06e16 Change of Heart,1
Julian and Jadzia are bros,1
Nothing will change my mind,1
Worf is Understanding,1
and also because Garashir,1
because no,1
but Jadzia loves him platonically all the same,1
super short,1
pre-relationship fluff,1
julian is a mess,1
they are best bros,1
Advice,1
Alien Culture,1
Canon Autistic Character,1
Trauma,1
Unconventional Families,1
request from tumblr,1
emoji,1
Field Trip,1
Fake Marriage,1
Post-Episode: s07e25 Endgame (Star Trek: Voyager),1
Episode: s06e17 Wrongs Darker Than Death Or Night,1
mentions of odo/kira,1
Confessions,1
Season/Series 07,1
Alien Planet,1
Ferengi,1
Nausicaans (Star Trek),1
Book 2: Terok Nor: Night of the Wolves - S.D. Perry & Britta Dennison,1
Post-Movie: Star Trek Nemesis (2002),1
Drama,1
Post-Star Trek (2009),1
Q Continuum,1
Romulans,1
Time Travel Fix-It,1
a minor amount of plot,1
Sharing a Bed,1
Huddling For Warmth,1
Portraits,1
Guilt,1
endgame garashir,1
Snow,1
Soft Kira,1
Unresolved Romantic Tension,1
Developing Relationship,1
Wordcount: 100,1
features cameos from the rest of the crew but special shout out to bi!julian,1
worf and dax in the holosuite,1
Rarepair,1
Odo to the rescue,1
Season/Series 03,1
kira has nightmares,1
Retrospect,1
Drunken Confessions,1
Unrequited,1
Alien Mythology/Religion,1
Family Bonding,1
Mental Instability,1
I don’t actually know if this is or isn’t cannon compliant because I haven’t finished DS9,1
Or read Stitch in Time,1
Or watched what we left behind,1
Kelas Parmak the Sass Master,1
Genocide,1
Kelas cheats at kotra and Garak would like everyone to know,1
Mention of Dukat's past non-con,1
Episode: s07e11 Prodigal Daughter,1
Episode: s07e13 Field of Fire,1
Disagreement,1
Episode: s07e14 Chimera (Star Trek: Deep Space Nine),1
Make Up,1
Episode: s07e15 Badda-Bing Badda-Bang,1
Crystals,1
Inktober 2021,1
Bajoran comfort women,1
Polyship Week,1
The Cardassian Occupation of Bajor,1
half-bajoran orphans,1
Birthday Presents,1
statistics,1
Episode: s07e18 'Til Death Do Us Part,1
s7ep21 When It Rains...,1
Genderbending,1
pencil sketch,1
Mild Hurt/Comfort,1
Mention of potential past non-con but none actually occurred,1
Episode: s07e09 Covenant,1
Post-A Stitch in Time - Andrew Robinson,1
moodboard,1
Pre-Canon Cardassia,1
Episode: s03e10 Fascination,1
autistic Garak,1
Religion,1
Treat,1
Episode: s07e03 Afterimage,1
Getting used to Ezri,1
Episode: s07e06 Treachery Faith and the Great River,1
Polyshipping Week 2022,1
Episode: s07e08 The Siege of AR-558,1
Moving through grief,1
episode tag: shakaar,1
friends to thinking differently about each other,1
sometimes you have to overthrow the government you helped to install,1
this is how civil wars start,1
Art,1
Polyshipping Week,1
Aesthetic Collage,1
Collage,1
Shot down,1
its subtext but theyre gonna kiss,1
maybe this is what Weyoun deserved all along (it is),1
the throuple is implied at the end,1
Episode: s06e07 You Are Cordially Invited,1
Groomzilla,1
Illustration,1
so if you don't like jadzia/worf you can just skip the ending,1
jadzia and julian are just there as a sort of little epilogue,1
Heavy-handed metaphors,1
Inter-Species Relationships,1
Klingon Opera (Star Trek),1
it's about wesley and worf,1
and a half,1
I do not know how to tag this - Freeform,1
Episode: s02e01 The Child,1
Tailoring,1
old-fashioned letter writing,1
Wedding Planning,1
Characters Reading Fiction,1
International Fanworks Day 2022,1
Remix,1
Developing Relationship(s),1
And the complexities therein,1
Background Het,1
the story is about them not those who colonized them,1
Vinyl Café remix,1
weyoun 8 my beloved,1
Episode: s07e25 What You Leave Behind,1
(everyone is pining for Odo in this one),1
Embedded Images,1
Tale of the Bamboo Cutter,1
fairy tale fusion,1
Childbirth,1
Christmas Dinner,1
but like in a zany way,1
Politics,1
excessive coffee consumption,1
not a grim and horrifying way,1
the third republic of bajor,1
set in one of the earlier seasons idk exactly when,1
watch Miles O'Brien suffer,1
the bajoran recovery from the occupation,1
the bajoran winter solstice,1
characters i love,1
Kardasi,1
Elim Garak as a child,1
Autism,1
i just love writing them both liking eachother,1
Post-Divorce,1
Implied/Referenced Self-Harm,1
Grieving,1
Episode: s03e22 Explorers,1
Drunkenness,1
Alternate Universe - Age Changes,1
Alternate Universe - Music,1
Age Swap,1
I Ship It,1
I Wrote This To Rammstein,1
Not Beta Read,1
Medical Conditions,1
Mutual Pining,1
POV Alternating,1
a love letter to cooking and a hate letter to the star trek replicators,1
fic art,1
debates of cardassian literature,1
every chapter is it's own little ficlet,1
garak kneads dough,1
Song: Rocket Man (Elton John),1
Bravery,1
Emotional Baggage,1
Past Relationship(s),1
Star Trek: Just in Time Fest,1
References to Depression,1
Timefest,1
What are you all doing? WRITE MORE ASIT!,1
Post-Dominion War (Star Trek),1
Villains to Heroes,1
Internment Camp 371 (Star Trek),1
Inspired by Poetry,1
Garak & Keiko botany buddies,1
Emotions,1
Garak POV,1
Gardening,1
Keiko POV,1
Light Angst,1
matchmaker Keiko,1
Fanfiction,1
Alternate Universe - Fashion & Models,1
In Purgatory's Shadow,1
fan art for a fic,1
julian and elim both like eachother but they dont get together here,1
Sexy,1
Betrayal,1
Action & Romance,1
Meet-Cute,1
Promenade Collection,1
Mention of the comfort women,1
s6ep17 Wrongs Darker than Death or Night,1
Ambiguous/Open Ending,1
Cuddling & Snuggling,1
Episode: s06e20 His Way,1
Coffee,1
Cardassian Resistance,1
Double Drabble,1
Episode: s07e24 The Dogs of War,1
Implied Julian Bashir/Elim Garak,1
One-Sided Attraction,1
Angst and Romance,1
Image Description,1
Romantic Angst,1
Romantic Friendship,1
Romantic Soulmates,1
when a monk and a warrior fall in love,1
what about resurrection?,1
vedek bareil - Freeform,1
Bajoran traditions,1
Fan Art,1
i have opinions about kira and odo and i do not hide them,1
the five stages of grief,1
Mila Lives,1
Bad Pick-Up Lines,1
Languages,1
Paris (City),1
Party,1
Death Rites,1
opaka sulan - Freeform,1
Death is only the beginning,1
Time is Not Linear,1
Oneshot,1
episode tag: life support,1
he's a major character to me,1
kai winn - Freeform,1
Mild Julzia,1
meriel and essan,1
Post-Episode: s06e19 In The Pale Moonlight,1
Awkward Flirting,1
Cultural Differences,1
Separations,1
Shapeshifting,1
Alien Biology,1
Botany,1
Cranky Miles,1
New Friendship,1
New Relationship,1
Old Antagonism,1
bonsai,1
mild sexism,1
Concert,1
mid-series,1
Infatuation,1
and being ready to have some _fun_!,1
competition!,1
dressing up,1
feeling your heart beating in time with the music,1
outsider pov,1
Not!Fic,1
Polyamory Negotiations,1
jake feels,1
Season/Series 05,1
References to A Stitch in Time,1
Animal Transformation,1
Prayer,1
Collection: Purimgifts Day 3,1
Future Fic,1
Shippy Gen,1
Epilogue,1
Post season finale,1
Perfume,1
Alcohol,1
Timey-Wimey,1
Hallucinations,1
Mentions Miles/Keiko,1
Unresolved Emotional Tension,1
Tribbles (Star Trek),1
Anniversary,1
"episode tag: ""The Assignment""",1
recursive fic,1
Anatomy,1
humanoid skeleton,1
pure fluff,1
festive fluff,1
Character Death,1
warning: miscarriage,1
blame her,1
Literary References & Allusions,1
Alternate Universe - Discworld Fusion,1
Starfleet,1
The Dominion,1
Community: writerverse,1
Holodeck Character,1
Past Character Death,1
memory and its implausibilities,1
Alternate Universe - 500 Kingdoms Fusion,1
Alternate Universe - Abhorsen Fusion,1
Alternate Universe - Daughters of the Moon Fusion,1
Alternate Universe - Dragonriders of Pern Fusion - Freeform,1
Great Link - Freeform,1
Alternate Universe - Emelan Fusion,1
Alternate Universe - Ephemera Fusion,1
Alternate Universe - Mercy Thompson Fusion,1
Alternate Universe - Patricia Briggs's werewolves,1
Alternate Universe - Six of Crows Fusion,1
Alternate Universe - The Chronicles of Amber Fusion,1
Alternate Universe - The Lunar Chronicles Fusion,1
Alternate Universe - The Raven Chronicles Fusion,1
Dukat's confused feelings for Benjamin Sisko,1
Internal Conflict,1
Founders (Star Trek),1
this is all kaitlyn's fault,1
Ableism,1
garak is...mentioned,1
julian is pining,1
keiko is the best,1
miles is a grumpy irishman,1
Abandoned Work - Unfinished and Discontinued,1
Additional Warnings In Author's Note,1
Blanket Permission,1
Fic fragments,1
Smut,1
Canon Disabled Character,1
Cross-Posted on FanFiction.Net,1
Children of Characters,1
Consent Issues,1
Reproductive Rights,1
auditory processing issues,1
including the right to have children at all,1
institutionalisation,1
losing custody of a child,1
sensory processing issues,1
Odo returns,1
The Princess Bride References,1
Collection: Purimgifts Day 2,1
Tags will be updated,1
Wordcount: 1.000-5.000,1
Bets,1
Blackmail,1
Breakfast,1
Food,1
Parenthood,1
Pets,1
Silly,1
Poetry,1
Family Secrets,1
Embedded Video,1
Self-Discovery,1
Vids,1
filter,1
vidding,1
Co-workers,1
Foreign Language,1
Hot,1
Languages and Linguistics,1
Misunderstanding,1
Romantic Comedy,1
Resolution,1
Emo,1
Spicy,1
New York City,1
Wartime Romance,1
being young,1
weight of memories,1
Crack,1
Fourth Wall,1
five times fic,1
Community: choc_fic,1
Community: multiverse5000,1
Alternate Universe - 1950s,1
Writers,1
pre-series challenge: wherenowoman,1
historical attitudes toward race,1
hopefully ever after,1
letter-writing,1
meet cute,1
missing the point of Star Trek,1
canon alternate universe,1
Heart-to-Heart,1
decision-making,1
mother's dayfest,1
Spices,1
Team Dynamics,1
Vids with Subtitles Available,1
"""Haven't seen you in a while.""",1
Puppy Love,1
Young Love,1
AU,1
DD9,1
Pizza AU,1
Sexual Slavery,1
Hammock,1
Song Inspired,1
help i cant stop writing fluff about these two,1
Alternate Universe - Star Trek Fusion,1
Alternate Universe - Pizza Place,1
Bechdel Test Pass,1
Community: ladiesbingo,1
Community: trope_bingo,1
Science Fiction Tropes,1
Sexual Fantasy,1
Happy,1
Vignettes,1
Deep Space Nine AU,1
Death,1
Background Slash,1
Alternate Universe - Human,1
Wordcount: 100-500,1
Episode: s05e16 Doctor Bashir I Presume,1
Alternate Universe - Canon,1
Big Bang Challenge,1
Kiss and Cuddle Challenge,1
Absent Characters,1
Absent Parents,1
Community: homebrewbingo,1
Death References,1
Episode: s05e14 In Purgatory's Shadow,1
Episode: s05e15 By Inferno's Light,1
Father-Daughter Relationship,1
reference to canon character death,1
Father-Son Relationship,1
Internment Camp 371,1
Parents & Children,1
Minor Character(s),1
POV Minor Character,1
Occupation,1
Past Tense,1
Yuletide Treat,1
Zhian'tara,1
Rating May Change,1
Literature,1
Vignette,1
comm: middleagedships,1
early relationships,1
Baking,1
less angst than I usually manage to sneak in,1
Soft Julian (TM),1
Sto'Vo'Kor,1
Birthday Party,1
Dates,1
Flowers,1
Referenced Past Trauma,1
Blood & Injury,1
Star Trek Secret Santa 2020,1
mila's a pretty unreliable narrator,1
whether this is love or manipulation is for You The Readers to decide,1
Adoption,1
Fluff and Humor,1
Julian is arab,1
Language Barrier,1
Martok is the best cook ever,1
no translator,1
poor Worf can't speak klingon,1
Tags do not apply to all chapters,1
Star Trek Secret Santa 2019,1
these damn people can't even speak Federation Standard,1
some slight angst,1
See notes for exhaustive tw list,1
references to canonical child abuse,1
Fanmix,1
Playlist,1
1950s,1
Rollerskating,1
Alternate Universe - Different First Meeting,1
Coffee Shops,1
First Dates,1
Alternate Universe - Post-Canon,1
Star Trek Secret Santa 2018,1
Apologies,1
but they're together now so,1
they're going to come to their senses and split up,1
happy end,1
Gaia - Freeform,1
Christmas Party,1
Cats,1
Star Trek Secret Santa 2016,1
Star Trek Secret Santa 2017,1
stranded in an M class planet... again,1
Caring!Dax,1
Everyone is back at DS9,1
New Zealand,1
Resurrection,1
Episode 3x09 Defiant,1
Episode 6x26 Tears of the Prophets,1
Episode 7x14 Chimera,1
Baseball,1
Betazoid,1
Cricket,1
I know this isn't all that canon-compliant for Federation penal colonies,1
Maquis,1
but humour me here,1
kinda sad,1
missing scene: s4e01+02 Way of the Warrior,1
perfect-gentleman!Julian,1
Post-Episode: s04e01-02 Way of the Warrior,1
Aliens Made Them Do It,1
Reader-Insert,1
questioning morals,1
slight angst,1
Widowed,1
Episode: s03e08 Meridian,1
Handwavery,1
Minor Julian Bashir/Elim Garak,1
Caring!Garak,1
S5E26 A Call to Arms,1
Cuddling and Snuggling,1
Dominion War,1
Everyone’s exhausted,1
Exhaustion,1
Fluff and caretaking,1
Garak and Dax Conspire to Take Care of Bashir,1
Genetically Enhanced Bashir,1
Literal Sleeping Together,1
No Privacy on the Defiant Either,1
S6E1 A Time To Stand,1
Julian Bashir needs a hug,1
Spacedad Sisko,1
War Takes it Toll,1
mild bickering,1
Childhood Friends,1
Growing Up,1
Klingon Adolescence,1
Pen Pals,1
ezri is really cute and quark doesn't deserve her,1
Canon Universe,1
Gay Character,1
Brief ableist language,1
Lovers to Friends,1
Arguing,1
Awkward Romance,1
Awkward Sexual Situations,1
Pansexual Character,1
Sexual Humor,1
Sexuality,1
Strangers to Lovers,1
Menstruation,1
A little of column a,1
A little of column b,1
Terok Nor (Star Trek),1
Challenges,1
Translator glitches,1
Alien Cultural Differences,1
Alternate Universe - Soulmates,1
Soulmate-Identifying Marks,1
Aftermath,1
Bachelorette Party,1
Earth,1
Femslash,1
Hen Party,1
Marriage,1
f/f - Freeform,1
Shore Leave,1
Trill Joining,1
which mirrors Life and vice versa,1
Identity,1
Microfic,1
(sorta) - Freeform,1
Character Death is Only Mentioned,1
Mentions of Space Diplomacy,1
Set Twelve Years After ST: Nemesis,1
Worf POV,1
introspective,1
Discussion of Vorta and Trill Similarities,1
Trill - Freeform,1
Minor Existential Crisis on Ezri's part but that's practically a given with her,1
Weyoun 6 is FINE,1
Fix-It,1
Complete,1
Mirror Universe,1
The Great Livejournal Import of 2017,1
Returning Home,1
Episode: Rejoined,1
Symbionts,1
Loneliness,1
Angst and Feels,1
dance,1
Pre Children of Time,1
but doesn't really understand the concept of gift-giving,1
he's just really freaking adorable,1
how do I tag this?,1
so there isn't nearly enough Weyoun in this,1
so they're pretty weird,1
Banter,1
Jewish Worf,1
cultural anxieties,1
gentle marital teasing,1
Pre His Way,1
because he's smooth as hell,1
Fluffy Moments,1
some baking involved,1
Once Upon A Time,1
Years Later,1
Ballet,1
Ballroom Dancing,1
Dancing Lessons,1
Dirty Dancing,1
Slow Dancing,1
but also really sweet,1
and didn't even mean to be,1
Changelings,1
No Slash,1
Episode Related,1
Falling In Love,1
Forbidden Love,1
Heavy Angst,1
Hurt,1
Hurt No Comfort,1
No Dialogue,1
No Plot/Plotless,1
No Sex,1
No Smut,1
Weyoun gets Ezri a lot of gifts,1
OTP Feels,1
One True Pairing,1
POV Female Character,1
Relationship(s),1
Sad Ending,1
Tears,1
Alternative Universe - Weyoun 6 Lives,1
GIFTS AND FUZZY FEELING AND A GLITTER BOMB,1
Secret Admirer,1
Ambiguous Relationships,1
