,freeforms
Trans!Simon Holmes,1
Love Triangles,1
Fade to Black,1
One True Pairing,1
Julian is a very good doctor,1
Sickfic,1
hello garashir fans i bring you schmoop,1
AU,1
Originally Posted on Tumblr,1
Quadruple Drabble,1
Minor mention of Garak,1
video games - Freeform,1
One Shot,1
Empathy,1
deep conversations in the replimat,1
I'm Bad At Tagging,1
ambiguous timeline,1
Cardassian Anatomy,1
Cardassians,1
kiss,1
Rainbow flag,1
Gay Romance,1
Garak and Julian half naked,1
Ear Piercings,1
Fainting,1
Idiots in Love,1
supportive husbands,1
DD9,1
No beta we die like Jem'Hadar,1
Praise Kink,1
Sub Elim Garak,1
This is literally like a bingo sheet for my AO3 writing,1
in which Julian uses a ball gag on Garak,1
bashir kisses garak,1
kiss on the forehead,1
what if,1
Age Difference,1
One Night Stands,1
Milwaukee,1
Inspired by Our Man Bashir,1
Holosuite Dates (Star Trek),1
reassurance,1
Jadzia and Keiko love their dank ass space weed,1
Recreational Drug Use,1
but this time it's a free for all,1
literally every holiday trope in existence wrapped up in a wacky slapstick rom com,1
Barrels of Fluff,1
Eventual Smut,1
Storytelling,1
Anatomy,1
Episode: s04e10 Our Man Bashir,1
Innuendo,1
Vignette,1
i guess?,1
it's super short,1
Family Bonding,1
Many episode references,1
Mild Hurt/Comfort,1
Another Risa episode basically,1
i love a good relationship rooted in conflict,1
Essays,1
deyoun,1
Love/Hate,1
Male Slash,1
Resolved Sexual Tension,1
Sexual,1
Sexy,1
Slash,1
Drabble,1
dialogue only,1
no beta we die like men,1
Not a fic,1
but ive been hoarding this playlist for too long,1
plus it has cute cover art,1
Cardassia,1
Not a specific weyoun,1
and the way their relationship evolves in-show,1
Time Travel,1
Literary References & Allusions,1
Old Married Couple,1
also i don't know who children work so I hope molly seems like a real person,1
pre-relationship garashir,1
beets?,1
julian bashir's canonical foot fetish certainly makes an appearance,1
why god why,1
Canon Compliant,1
Genetic Enhancements,1
Mild Angst,1
and those scenes all include garak,1
but Ive made some more scenes for it,1
but he also has sentiment for julian,1
due to episode,1
garak is a snarky boi,1
richard bashir's a+ parenting is alluded to,1
Evil Author Day,1
wips,1
miles doesn't like garak,1
look yes he isn't JUST a tailor but he does make wedding dresses for the entire station,1
Screenplay/Script Format,1
he has 183 of them on file,1
Bees,1
Gore,1
Horror,1
Possession,1
Spiritual,1
Supernatural Elements,1
Fanmix,1
Mirror Universe (Star Trek),1
Enabran death,1
Episode: s05e14 In Purgatory's Shadow,1
they're still pining,1
Crying,1
Episode: s05e15 By Inferno's Light,1
Sewing,1
Tailoring,1
I'm almost disappointed in myself by how low-key the gay is,1
Body Worship,1
Essay,1
Video Format: Streaming,1
Julian has really sketchy morals,1
One-Sided Attraction,1
improper use of holodecks,1
Definitely listened to Lana Del Rey's Off to the Races too many times,1
Garak and Julian go undercover,1
Jadzia wishes she got to go,1
Please don't judge me too hard ok,1
Starfleet approved sex vacation,1
introducing my ocs! who I put way too much time and effort into lol,1
A collection of scenes really not too much of a plot,1
A little light pining,1
Garak is so far gone,1
Happy ending don't worry,1
Julian Bashir is such a nerd,1
Song Lyrics,1
idk sometimes I get sad and write things like this,1
Garak's life is terrible and I want to give him a hug,1
Dream Violence,1
but sometimes they're better,1
multifandom vid,1
original footage,1
Dancing,1
Dialogue-Only,1
Use your imagination,1
I wrote this in class,1
everything always goes wrong,1
come on they're in a school play it's bound to be cheesy,1
vacations are never as good as you think they'll be,1
why does everything go wrong?,1
Alternate Universe - High School,1
I had this idea and it was too good not to do,1
Musical Fic,1
Sorry Not Sorry,1
one mildly violent scene but it's not really graphic,1
and some good ol' quodo romance,1
but the whole thing is about contemplating life and death so yeah,1
Awwww I need sleep,1
I am on a roll,1
Mostly fueled with frustration over the lack of content for these two,1
Multiple dogs,1
So theres a dog,1
Theres too much fluff i love it,1
I have no explaination,1
Garak does not like Mora,1
he needs a break,1
Yet he has to meet him,1
meet the parents,1
A slight episode reference but nothing important,1
Drabble actually these are so short,1
all fluff,1
another meet the parents fic,1
I Don't Even Know,1
Yippee for progress,1
it's hot and ready for ya,1
as you can tell this is a joke in every aspect possible,1
no one actually dies,1
quodo,1
there's a couple funnies in there hopefully so it's not all gloom and doom,1
who ordered a hefty serving of Mortality Crisis,1
Crack,1
also i wrote this without any capitalization and it's staying that way,1
"i'm moving my """"""""""fics"""""""""" (if they can even be called that!) from garak to here",1
Thats all im writing write now,1
All it is is vague fluff,1
I just had to make a tag for this ship,1
I wrote this in 30 minutes give me a break,1
It is a tiny ship there are many much larger ones like but but i had to pick this one,1
Garak wants Odo to have a break,1
So this took a grand total of 40 minutes!,1
Work Contains Fan(s) or Fandom(s),1
Fandom history,1
Calling out Disney a bit,1
Download Available,1
Minor culture clash,1
Mpreg,1
BDSM,1
Kink,1
Non-Consensual,1
Ridiculous,1
Violence,1
Vampire AU,1
Episode tag: it's only a paper moon,1
Recovery,1
friendship to romance,1
non linear,1
most of it is pretty saccharine sweet - Freeform,1
there's one chapter maybe rated m,1
Attempted Rape/Non-Con,1
Humans don't,1
Cardassians have soulmates,1
Alternate-Alien-Soulmate-Biology-Thing,1
Embedded Video,1
Unrequited Love,1
Anger,1
Doctor Bashir I Presume,1
Adorable,1
Cosplay,1
Darts,1
Video,1
Alternate Universe - Soulmates,1
Vividcon,1
space boyfriends,1
First Time,1
First Time writing Smut,1
Heartbreak,1
Songfic,1
Dildos,1
Orgy,1
PWP,1
Dysfunctional Miles O'Brien,1
mush,1
Bets & Wagers,1
Irony,1
Spies & Secret Agents,1
Attempted rape--not by partners,1
Bigotry & Prejudice,1
Sexual Dysfunction,1
Holosuite Scenario,1
Oops,1
Polyglot,1
arabic,1
malfunctioning translator,1
Fast and loose and funny,1
Pretty much a crack crossover,1
Psychobabble,1
not partner betrayal,1
Spanking,1
Canon-Typical Violence,1
Branding,1
Fuck Or Die,1
Kink and mush,1
Rape/Non-con Elements,1
Clothing Kink,1
Mildly Dubious Consent,1
Murder,1
Torture,1
Not partner rape,1
Plot,1
Revenge,1
Spycraft,1
Consensual Rough Sex,1
Mushy,1
anyway,1
It starts off sad but i swear it gets better,1
Look the standard post canon fic,1
Garak is many things mentally healthy is not one of them,1
Men Crying,1
Messy,1
Money Shot,1
Sadism,1
Salirophilia,1
Tears,1
angry garak,1
dubcon,1
no sex really but the salirophilia is definitely not consensual,1
non-con,1
noncon,1
Marriage Proposal,1
Doctor Kink,1
Doctors,1
Kinktober,1
Masturbation,1
Face Slapping,1
Emotional Sadism,1
Julian has more of a backbone than usual,1
Pre-OT3,1
crimson shadow,1
post-war cardassia,1
garak and keiko are only mentioned,1
Emotional Hurt,1
He's an emotional squish,1
Dementia,1
Ejaculate,1
Heist,1
Vague,1
garbage fluff,1
Relationship Warning,1
Come Shot,1
Dacryphilia,1
quick fic,1
Post-Episode: s02e22 The Wire,1
Prompt Fic,1
Break Up,1
Verbal Cruelty,1
eventual hurt/comfort,1
Heart-to-Heart,1
a drunk goo man and his drunk bat boyfriend,1
Fluffy,1
comic books,1
Grief/Mourning,1
POV Elim Garak,1
I'm not a good writer eck,1
Jadzia dax is alive so jot that down,1
Julian says fuck,1
Panic attack based on my own experiences,1
also it's not stated here but julian is autistic here hi,1
Analysis,1
Suspicions,1
so much sexual age play,1
he was involved,1
Daddy Kink,1
Drawing,1
Age Play,1
Anal Sex,1
Bath Time,1
Bathing/Washing,1
Bubble Bath,1
Daddy/boy - Freeform,1
so much age play,1
Oral Sex,1
Unf,1
ddlb,1
hairless julian,1
just like,1
sexual age play,1
Parents,1
Fluff and Angst,1
set after Dr. Bashir I Presume,1
Implied/Referenced Suicide,1
The lizard has issues,1
scientifically inaccurate treatment of radiation,1
Basically Garak cant believe hell be happy,1
Look ive had a shit day,1
wrote this in 15 minutes,1
Heavy Angst,1
Non-Graphic Violence,1
Julian is a hubristic idiot at times,1
Angst and Feels,1
Complicated Relationships,1
Doctor/Patient,1
Dreams and Nightmares,1
Personal Growth,1
Based off of one of my friends relationship,1
Language Differences,1
Illustrated,1
Odo is a senior in highschool,1
And spends less time with you,1
Remember I write these in 30 minutes,1
Slight references to TNG,1
Time to get sad bois,1
Its Odos turn,1
No one on the show had a healthy head,1
look - Freeform,1
This is just about friend jealousy,1
but he tries,1
You know that feeling when your friend starts dating someone,1
Probably ooc,1
They watch the Princess Bride,1
thats it thats the plot,1
Garak cant waltz,1
Schmoop,1
Elim is in college,1
References to Drugs,1
Surreal,1
Rigum is injured,1
Cannon Wedding,1
Cute,1
Gay Male Character,1
Happy Ending,1
Tooth-Rotting Fluff,1
Julian is not having ANY of his shit,1
Depression,1
Top Julian Bashir,1
Gay Panic,1
Jealousy,1
Self-Esteem Issues,1
Garak tries to help,1
HOAs are annoying,1
House Hunting,1
Bashir and Rigum are so cute god help me,1
Rating varies by chapter and is in the chapter notes,1
Also a slight amount of projection whatever lol,1
Totally,1
Confession,1
Self indulgence is my game,1
Wrote this in half an hour dudes,1
Threats,1
Vandalism,1
Minor pining,1
Totally not self projection,1
Nonnies Made Me Do It,1
Overwatch Mention,1
Explicit Language,1
My First Podfic,1
Podfic Length: 30-45 Minutes,1
Extended Metaphors,1
Insecurity,1
Smut,1
