,freeforms
Episode: s07e04 Take Me Out to the Holosuite,1
The Inherent Queerness of Joined Trill,1
Post-Episode: s04e06 Rejoined,1
Utopia,1
Asexual Julian Bashir,1
Porn Watching,1
Not Beta Read,1
Hurt No Comfort,1
During Canon,1
Bigotry & Prejudice,1
Richard Bashirs A+ Parenting,1
POV Julian,1
POV Garak,1
DS9 is very kinky,1
Minor canon changes,1
Memory,1
Screenplay/Script Format,1
Investigations,1
Garak can be a little insecure as a treat,1
Elim Garak: purveyor of the finest kinkware toys and clothes in the Alpha Quadrant,1
Cardassian Memory,1
Kink doesn't equal sex,1
Wild goose chase,1
Past Abuse,1
Sex-Indifferent Julian Bashir,1
getting together fic,1
Grief/Mourning,1
implied sex only,1
Curzon was creepy,1
tarkalean flu,1
Canon Rewrite,1
Vulcan Language,1
Divorce,1
Star Trek Rom Com 2021,1
Just lots and lots of pining,1
Breeding,1
Fix-It,1
Hybrids,1
First Contact Day (Star Trek),1
Nohjay Shenanigans,1
Enemies to Lovers,1
Bisexuality,1
Alternate Universe - Modern Setting,1
So many ships,1
See notes for more information,1
Plotty,1
Slow Burn,1
NB Odo,1
The Federation,1
What-If,1
Children,1
Many episode references,1
Kira and Odo are disasters who deserve each other,1
80s Music,1
Other minor characters - Freeform,1
Angst with a Happy Ending,1
Blood and Violence,1
Attempting to Make Ferengi Cuisine in the Replicator,1
One Shot,1
Trektober 2020,1
prudes who fuck like rabbits every seven years,1
Colony,1
Wrestling,1
Vulcans are Prudes,1
discussion of sex,1
DS9 Polycule,1
But everyone is fucking and in love,1
Baseball,1
Tragedy,1
Post-Episode: s04e25 Broken Link,1
Kissing,1
Depression,1
some sexual humor,1
Attempted Kidnapping,1
Final scene is more somber,1
Crack Treated Seriously,1
Enemies to Friends,1
Implied/Referenced Rape/Non-con,1
Survivor Guilt,1
Mother-Daughter Relationship,1
Sexual Harassment,1
Post-Traumatic Stress Disorder - PTSD,1
NB Weyoun and Damar,1
Yuletide,1
brief mention of transphobia and ableism,1
Season/Series 04,1
Women Being Awesome,1
Mirror Universe (Star Trek),1
Everyone Is Gay,1
Incorrect Quotes,1
Image Description,1
Past Relationship(s),1
Polyship Week,1
Polyshipping Week 2022,1
polycule,1
rated T for a mention of sex,1
Alternate Universe - Age Changes,1
Awkward Flirting,1
Shedding,1
Comfort No Hurt,1
Everyone Is Scared of Worf,1
Implied Sexual Content,1
Alternate Universe - Pre-Canon,1
the friendship between Keiko and Garak,1
Apocalypse Rising,1
gardener Garak,1
Cesarean Section,1
Conquering of Betazed,1
Father-Son Relationship,1
Good Parenthood,1
Kids can make life complicated,1
Launching a new ship,1
Mentioned Federation-Klingon war,1
References to Star Trek: First Contact,1
Rescue Missions,1
Telepathic Bond,1
Threesome lovin',1
telepathic trauma,1
Julian's many exes (addressed),1
Parallels,1
dating advice from a worm,1
Implied/Referenced Cheating,1
Making Out,1
Not Cheating,1
everyone is confused,1
Jadzia Dax Lives,1
Love Confessions,1
Lovesickness,1
POV Jadzia Dax,1
Pansexual Elim Garak,1
Pining Elim Garak,1
Queer Character,1
Rambling Julian Bashir,1
Sorry Not Sorry,1
Symbionts,1
Trills,1
Vorta - Freeform,1
Weyoun 6 lives,1
pining Julian bashir,1
Trans Character,1
Jadzia Dax - everyone's confidante,1
Gay Character,1
Garashir - Freeform,1
Spoilers for Star Trek Coda Trilogy,1
i'm British and so is my spelling,1
Disabled Julian Bashir,1
Disabled Kelas Parmak,1
Nightmares,1
No Plot/Plotless,1
Queer Themes,1
They/Them Pronouns for Kelas Parmak,1
Excessive Drinking,1
Angst and Humor,1
Bisexual Julian Bashir,1
Boys In Love,1
Conspiracy Theories,1
Dating Advice,1
Dramatic Julian Bashir,1
Brain Surgery,1
Talking,1
Abduction,1
brief mention of a sexual encounter,1
ds9 season 5 spoilers,1
meet the family dinner,1
trans!bashir,1
Canon Divergence,1
Pet Adoption,1
Pet fic,1
Sexual innuendos,1
my usual goofy sitcom stuff,1
nothing explicit just jokes,1
A pinch of M/M - it's cuddling,1
Jadzia doesn't shy away from opportunity,1
Klingon weaponry,1
Mentioned Cardassian Coup,1
New parenthood,1
Post-Movie: Star Trek Generations (1994),1
Mention of sexual acts,1
Trektober 2021,1
Movie Night,1
Sewing,1
Episode: s02e20 The Maquis Part I,1
Episode: s02e21 The Maquis Part II,1
Episode: s02e22 The Wire,1
Episode: s02e25 Tribunal,1
Episode: s02e26 The Jem'Hadar,1
Episode: s03e01-e02 The Search,1
Episode: s03e05 Second Skin,1
Episode: s03e07 Civil Defense,1
Episode: s03e08 Meridian,1
Episode: s03e09 The Defiant,1
Maquis (Star Trek),1
Possessive Behavior,1
Post-Episode: s03e13 Life Support,1
Star Trek Book - Freeform,1
Starship Enterprise (Star Trek),1
Retcon,1
SO MUCH Domestic Fluff!!!,1
Star Trek: Generations,1
Unplanned Pregnancy,1
mild humor?,1
poor communication skills,1
very light angst,1
Adultery,1
Angst I guess,1
Short,1
keiko deserves better than this i'm sorry,1
lies and the liars who tell them,1
never trust anyone ever,1
Character Analysis,1
Commentary,1
Film Critique,1
Films,1
Heckling,1
Miles Must Suffer His Friends Talking During the Movie,1
Self-Indulgent,1
Implied/Referenced Sex,1
I just wanted to write something nice okay,1
Mentioned Andy | Andromache of Scythia,1
Alternate Universe - Science Fiction,1
Budding Love,1
Episode: s04e05 Indiscretion,1
Episode: s04e14 Return to Grace,1
Healthy Relationships,1
Canon-Typical Violence,1
Mentioned Booker | Sebastien le Livre,1
Happy Ending,1
Mentioned Quynh | Noriko,1
Past Character Death,1
Post-Movie: The Old Guard (2020),1
Pre-Dominion War: Star Trek: Deep Space Nine,1
no beta we die like the old guard doesn't,1
Darts,1
No Sex,1
Fatherhood,1
some Quark headcanons are in here,1
in which worf and odo develop mutually beneficial cunning plans,1
Thematic Stream of Consciousness,1
because since when has Garak been a reliable narrator,1
Bat'Leth,1
I was definitely blackmailed into writing this,1
Klingons,1
Next Generation,1
Space Bumper Cars,1
WTF,1
half-klingon,1
interesting species mixes,1
Comedy of Errors,1
Klingon headcanons gone wild,1
Mild Hurt/Comfort,1
Minor canon divergence,1
Solid!Odo,1
Slow Build,1
Repetitive Epic,1
POV First Person,1
One Big Happy Family,1
Emotional Support,1
Everyone is Bisexual,1
Gift Fic,1
Julian is awkward,1
Keiko is just generally in charge,1
Miles doesn't know how to feelings,1
POV Multiple,1
Orphans,1
Present Tense,1
Shenanigans,1
seasons 1-3,1
Changing Tenses,1
Emotional Baggage,1
Novel,1
cultural misunderstanding as tragicomedy: the fic,1
Het and Slash,1
Crossover Pairings,1
Inadvertent narcissism,1
Actions and Words mean Love,1
Bromance,1
Grey areas,1
Love,1
Loyalty,1
Romance is more than sex,1
what is love?,1
Canon Compliant,1
Compulsory Heterosexuality,1
Lesbian Character,1
Unhealthy Coping Mechanisms,1
assorted mental health issues on both parts,1
but canon read against the text. death of the author out the wazoo,1
episode tag: fascination,1
really a mess,1
Social Commentary,1
LGBTQ Themes,1
Twitter Fic,1
rarepair grethor,1
One Shot Collection,1
Sweet,1
Prophets,1
background jake/nog,1
kasidy ex machina,1
kasidy loves her man,1
star trek rarepair swap,1
Ridiculous Humans,1
In Vino And Telepathy Veritas,1
Messy Feelings,1
Slow Dancing,1
sort of pre-slash,1
Not!Fic,1
Podfic Length: 0-10 Minutes,1
Drunken Confessions,1
Podfic Length: 10-20 Minutes,1
Soul Bond,1
Prison,1
Wiscon Vid Party,1
kink: mirrors/doubles,1
Deep Dish Nine au,1
k/s day,1
Bureaucracy,1
Embarrassment,1
Interspecies Relationship(s),1
Sisko hates his life,1
Too many relationships,1
Deception,1
Dubcon Kissing,1
Impersonation,1
Marriage,1
Protectiveness,1
hairpulling,1
Robots,1
Parallel Universes,1
Doppelganger,1
Jewish Character,1
Alternate Timelines,1
Bajoran occupation,1
Birthday,1
Dancing,1
Dubious Consent,1
Hanukkah,1
Jewish Holidays,1
Doppelcest,1
List Fic,1
Pets,1
Weather,1
Cuddling and Snuggling,1
Clones,1
Community: kink_bingo,1
secrecy,1
working together,1
Aliens,1
Alternate Universe - Yu Yu Hakusho Fusion,1
Alternate Universe - Outlaw Star Fusion,1
Alternate Universe - Saiyuki Fusion,1
Alternate Universe - Skip Beat! Fusion,1
Alternate Universe - Sword Art Online Fusion,1
Alternate Universe - Tsubasa Reservoir Chronicle Fusion,1
Alternate Universe - Vampire Game Fusion,1
Tags will be updated,1
Alternate Universe - Gokusen Fusion,1
AU,1
Character Death,1
Harry dying over and over,1
Harry needs a vacation,1
Multiple Crossovers,1
Possible Threesomes - Freeform,1
Alternate Universe - Magic Knight Rayearth Fusion,1
Alternate Universe - G-Gundam Fusion,1
Fake Science,1
Developing Friendships,1
Federation secrets,1
Mentions of Violence,1
Mentions of weapons,1
Prophetic Visions,1
Prophets being Prophets,1
Weird Biology,1
Unrequited Crush,1
Alternate Universe - Digimon Fusion,1
finding one's place,1
Download Available,1
Canon Blending,1
Deep Dish Nine,1
Deep Dish Nine (Fandom) - Freeform,1
Summer,1
this is a mess,1
Multiple Pairings,1
Post-Episode: s06e06 Sacrifice of Angels,1
established relationship julian/miles,1
Episode Remix,1
Episode: s01e12 Battle Lines,1
Forced Marriage,1
kirashir,1
Alien Cultural Differences,1
Episode: s05e16 Doctor Bashir I Presume,1
Memories,1
Prosthesis,1
Surgery,1
Transgender,1
Angst and Feels,1
Fandom Trumps Hate,1
POV Keiko,1
POV Kira,1
POV Miles,1
Alternate Universe - Arranged Marriage,1
unedited,1
nobody actually fucks a lizard,1
Teasing,1
Deep pressure,1
Drabble,1
Literal Sleeping Together,1
OT3,1
Scents & Smells,1
Sleepy Cuddles,1
Bow’s Dads,1
Typos,1
Crack Crossover,1
Family Fluff and Crack,1
Fluff and Crack,1
Lunch,1
OT4,1
Twitterfic,1
do not copy to another site,1
established relationship keiko/miles,1
beta canon,1
Domestic,1
Prisoner of War,1
Slavery,1
Childhood Trauma,1
Families of Choice,1
Has anyone else ever noticed that Julian is the Whump!Character of DS9?,1
Lots of season 5,1
Psychological Trauma,1
getting to the recovery part,1
neuroatypical!Julian,1
Fictional Religion & Theology,1
Flash Forward,1
Rebirth,1
Resurrection,1
Spiritual,1
Panic Attacks,1
Death,1
Richard Bashir is a really awful person and I cringed while I wrote this,1
POV Julian Bashir,1
Oneshot,1
character death (canon),1
Mild angst (like the tiniest bit),1
before the kid is A Kid though,1
don't look at me,1
eggfic,1
Angst (but not really),1
Unrequited,1
Found Family,1
all my exes live in the alpha quadrant,1
that’s why i hang my hat outside the wormhole,1
Bad Parents; Good Friends,1
Birthday Party,1
Ezri and Elim form an alliance to make sure he never comes back again,1
Family Reunions,1
Deep Pressure Cuddling,1
Star Trek: War Is Hell,1
Missing Scenes,1
Farewell messages,1
Garak doesn't actually appear except in spirit via ASIT,1
Julian and Ezri definitely break up,1
angst and conflicting feelings,1
i am actually genuinely sorry for this one,1
Bolian polyamory,1
Married garashir,1
does it count as a kidfic if the kid is an adult now,1
Zine,1
Developing Relationship,1
Family History,1
Mention of Julian's Genetic Resequencing,1
background Miles/Keiko/Kira,1
just a short and cute thing,1
Amoral Julian Bashir,1
Anxiety,1
yep everyone’s queer in this one,1
lavender marriage,1
episode tag: ‘far beyond the stars’,1
written in second person,1
could this be counted as reinterpretation of a scene,1
it is my mission to make everything as angsty as possible,1
section 31: control,1
Julian-Centric,1
character study i guess?,1
mentions of the DS9 Crew,1
I'm Sorry,1
Alternate Universe - 1950s,1
Just lots of Angst,1
Lots of Angst,1
alternate universe/canon divergence,1
Audio Format: M4B,1
Podfic Length: 2.5-3 Hours,1
Post-A Stitch in Time - Andrew Robinson,1
Caretaking,1
Ethical Dilemmas,1
Legal Drama,1
Space Battles,1
Genocide,1
Giant Mushroom,1
Horror,1
Murder Mystery,1
Precognition,1
Quadropseudoprozadiazomine,1
Subspace Radio Talk Show,1
Courtroom Drama,1
Surfing,1
The Borg,1
The Hulk.,1
gamma radiation,1
Canonical Character Ascension To Godhood,1
Dominion War (Star Trek),1
Dinosaurs,1
Biological Warfare,1
my apologies to any juli b stans; he is not a nice man in this,1
But really all Ferengi have a business language kink,1
Alien Mythology/Religion,1
Mild Sexual Content,1
Female Homosexuality,1
Female Relationships,1
Rape/Non-con Elements,1
Bloodwine,1
Group Sex,1
Ancient Libraries,1
No Smut,1
Nothing happens onscreen,1
Prune juice,1
Quark has a business language kink,1
Worf gets offended,1
jadzia dies offscreen,1
kira & garak are mentioned also but they're not rlly in it,1
